name	oid	lsort	sfsort	sfname	ucode	ucun	note	lfeat	lsname	lucun	limage	lvalues
U+12A09	o0901431	3015	2055	|MUŠEN×2(N57)|	U+12A09	𒨉						
U+12A0A	o0901432	3016	2056	|MUŠEN×3(N57)|	U+12A0A	𒨊						
U+12A0B	o0901437	3017	2130	NA~a	U+12A0B	𒨋						
U+12A0C	o0901438	3018	2131	NA~b	U+12A0C	𒨌						
U+12A0D	o0901439	3019	2132	NA~c	U+12A0D	𒨍						
U+12A0E	o0901440	3020	2133	NA~d	U+12A0E	𒨎						
U+12A0F	o0901442	3021	2135	NA₂~a	U+12A0F	𒨏						
U+12A10	o0901443	3022	2136	NA₂~a~v1	U+12A10	𒨐						
U+12A11	o0901444	3023	2139	NA₂~b1	U+12A11	𒨑						
U+12A12	o0901445	3024	2140	NA₂~b2	U+12A12	𒨒						
U+12A13	o0901448	3025	2143	NAB	U+12A13	𒨓						
U+12A14	o0901449	3026	2144	NAB~v1	U+12A14	𒨔						
U+12A15	o0901450	3027	2145	NAB~v2	U+12A15	𒨕						
U+12A16	o0901452	3028	2148	NAGA~a	U+12A16	𒨖						
U+12A17	o0901455	3029	2149	|NAGA~a×TAK₄~a|	U+12A17	𒨗						
U+12A18	o0901453	3030	2150	NAGA~b	U+12A18	𒨘						
U+12A19	o0901457	3031	2152	NAGAR~a	U+12A19	𒨙						
U+12A1A	o0901458	3032	2153	NAGAR~a~v1	U+12A1A	𒨚						
U+12A1B	o0901459	3033	2154	NAGAR~a~v2	U+12A1B	𒨛						
U+12A1C	o0901460	3034	2155	NAGAR~a~v3	U+12A1C	𒨜						
U+12A1D	o0901461	3035	2156	NAGAR~b	U+12A1D	𒨝						
U+12A1E	o0901462	3036	2157	NAGAR~b~v1	U+12A1E	𒨞						
U+12A1F	o0901464	3037	2159	NAM~a	U+12A1F	𒨟						
U+12A20	o0901465	3038	2160	NAM~b	U+12A20	𒨠						
U+12A21	o0901466	3039	2161	NAM~c	U+12A21	𒨡						
U+12A22	o0901467	3040	2162	NAM~d	U+12A22	𒨢						
U+12A23	o0901468	3041	2163	NAM₂	U+12A23	𒨣						
U+12A24	o0901469	3042	2164	|NAM₂×1(N01)|	U+12A24	𒨤						
U+12A25	o0901470	3043	2166	NAM₂@g	U+12A25	𒨥						
U+12A26	o0901471	3044	2167	NAM₂@t	U+12A26	𒨦						
U+12A27	o0901472	3045	2168	NAMEŠDA	U+12A27	𒨧						
U+12A28	o0901473	3046	2169	NAMEŠDA~v1	U+12A28	𒨨						
U+12A29	o0901475	3047	2171	NANNA~a	U+12A29	𒨩						
U+12A2A	o0901476	3048	2172	NANNA~a~v1	U+12A2A	𒨪						
U+12A2B	o0901477	3049	2173	NANNA~b	U+12A2B	𒨫						
U+12A2C	o0901479	3050	2175	NANŠE~a	U+12A2C	𒨬						
U+12A2D	o0901480	3051	2176	NANŠE~b	U+12A2D	𒨭						
U+12A2E	o0901481	3052	2177	NAR	U+12A2E	𒨮						
U+12A2F	o0901483	3053	2179	NE~a	U+12A2F	𒨯						
U+12A30	o0901484	3054	2180	NE~a~v1	U+12A30	𒨰						
U+12A31	o0901485	3055	2181	NE~a~v2	U+12A31	𒨱						
U+12A32	o0901486	3056	2182	NE~b	U+12A32	𒨲						
U+12A33	o0901487	3057	2183	NE~c	U+12A33	𒨳						
U+12A34	o0901488	3058	2184	NE~d	U+12A34	𒨴						
U+12A35	o0901491	3059	2187	NERGAL~v	U+12A35	𒨵						
U+12A36	o0901493	3060	2189	NESAG₂~a	U+12A36	𒨶						
U+12A37	o0901496	3061	2191	NESAG₂~b	U+12A37	𒨷						
U+12A38	o0901499	3062	2193	NESAG₂~b@t	U+12A38	𒨸						
U+12A39	o0901497	3063	2192	NESAG₂~b~v1	U+12A39	𒨹						
U+12A3A	o0901501	3064	2200	NI~a	U+12A3A	𒨺						
U+12A3B	o0901504	3065	2202	|NI~a.RU~v1|	U+12A3B	𒨻						
U+12A3C	o0901506	3066	2203	|NI~a×1(N57)|	U+12A3C	𒨼						
U+12A3D	o0901512	3067	2204	NI~a@g	U+12A3D	𒨽						
U+12A3E	o0901502	3068	2205	NI~b	U+12A3E	𒨾						
U+12A3F	o0901510	3069	2206	|NI~b×X|	U+12A3F	𒨿						
U+12A40	o0901508	3070	2207	|NI~b×4(N57)|	U+12A40	𒩀						
U+12A41	o0901513	3071	2209	NI₂	U+12A41	𒩁						
U+12A42	o0901514	3072	2210	NIGIN	U+12A42	𒩂						
U+12A43	o0901516	3073	2212	NIM~a	U+12A43	𒩃						
U+12A44	o0901517	3074	2213	NIM~b1	U+12A44	𒩄						
U+12A45	o0901518	3075	2214	NIM~b2	U+12A45	𒩅						
U+12A46	o0901519	3076	2215	NIM~b3	U+12A46	𒩆						
U+12A47	o0901521	3077	2217	NIMGIR	U+12A47	𒩇						
U+12A48	o0901522	3078	2218	NIMGIR~v1	U+12A48	𒩈						
U+12A49	o0901524	3079	2219	NIN	U+12A49	𒩉						
U+12A4A	o0901525	3080	2220	NINDA₂	U+12A4A	𒩊						
U+12A4B	o0901527	3081	2224	|NINDA₂×AN|	U+12A4B	𒩋						
U+12A4C	o0901528	3082	2225	|NINDA₂×(AN.HI)|	U+12A4C	𒩌						
U+12A4D	o0901535	3083	2227	|NINDA₂×(AN.ME~a)|	U+12A4D	𒩍						
U+12A4E	o0901537	3084	2228	|NINDA₂×(AN.X)|	U+12A4E	𒩎						
U+12A4F	o0901538	3085	2229	|NINDA₂×BA|	U+12A4F	𒩏						
U+12A50	o0901540	3086	2231	|NINDA₂×EZEN~b|	U+12A50	𒩐						
U+12A51	o0901542	3087	2233	|NINDA₂×GAʾAR~a1|	U+12A51	𒩑						
U+12A52	o0901543	3088	2234	|NINDA₂×GAR|	U+12A52	𒩒						
U+12A53	o0901544	3089	2235	|NINDA₂×GIŠ|	U+12A53	𒩓						
U+12A54	o0901547	3090	2236	|NINDA₂×GU₄|	U+12A54	𒩔						
U+12A55	o0901548	3091	2241	|NINDA₂×HI|	U+12A55	𒩕						
U+12A56	o0901533	3092	2243	|NINDA₂×(HI.AN.ME~a)|	U+12A56	𒩖						
U+12A57	o0901530	3093	2245	|NINDA₂×(HI.ME~a)|	U+12A57	𒩗						
U+12A58	o0901549	3094	2246	|NINDA₂×(HI.X)|	U+12A58	𒩘						
U+12A59	o0901532	3095	2248	|NINDA₂×(HI~a1.AN.ME~a)|	U+12A59	𒩙						
U+12A5A	o0901531	3096	2249	|NINDA₂×(HI~a1.ME~a)|	U+12A5A	𒩚						
U+12A5B	o0901553	3097	2253	|NINDA₂×KAŠ~b|	U+12A5B	𒩛						
U+12A5C	o0901556	3098	2256	|NINDA₂×MAR~b|	U+12A5C	𒩜						
U+12A5D	o0901567	3099	2259	|NINDA₂×U₄|	U+12A5D	𒩝						
U+12A5E	o0901568	3100	2260	|NINDA₂×(U₄.X)|	U+12A5E	𒩞						
U+12A5F	o0901570	3101	2265	|NINDA₂×(UDU~a×TAR~a)|	U+12A5F	𒩟						
U+12A60	o0901571	3102	2266	|NINDA₂×(UDU~a×TAR~b)|	U+12A60	𒩠						
U+12A61	o0901572	3103	2267	|NINDA₂×X|	U+12A61	𒩡						
U+12A62	o0901575	3104	2268	|NINDA₂×(ZATU659×1(N01))|	U+12A62	𒩢						
U+12A63	o0901557	3105	2270	|NINDA₂×1(N01)|	U+12A63	𒩣						
U+12A64	o0901558	3106	2271	|NINDA₂×2(N01)|	U+12A64	𒩤						
U+12A65	o0901551	3107	2272	|NINDA₂×(1(N06).HI@g~a)|	U+12A65	𒩥						
U+12A66	o0901560	3108	2273	|NINDA₂×1(N08)|	U+12A66	𒩦						
U+12A67	o0901526	3109	2274	NINDA₂~v1	U+12A67	𒩧						
U+12A68	o0901577	3110	2275	NINKUM	U+12A68	𒩨						
U+12A69	o0901578	3111	2276	NINLIL	U+12A69	𒩩						
U+12A6A	o0901580	3112	2279	NIR~a	U+12A6A	𒩪						
U+12A6B	o0901583	3113	2280	|NIR~a×AN|	U+12A6B	𒩫						
U+12A6C	o0901581	3114	2281	NIR~b	U+12A6C	𒩬						
U+12A6D	o0901584	3115	2283	NU	U+12A6D	𒩭						
U+12A6E	o0901585	3116	2284	NU@g	U+12A6E	𒩮						
U+12A6F	o0901586	3117	2285	NU₁₁	U+12A6F	𒩯						
U+12A70	o0901587	3118	2287	|NU₁₁&NU₁₁|	U+12A70	𒩰						
U+12A71	o0901588	3119	2288	NU₁₁@t	U+12A71	𒩱						
U+12A72	o0901589	3120	2289	NUMUN	U+12A72	𒩲						
U+12A73	o0901590	3121	2290	NUMUN₂	U+12A73	𒩳						
U+12A74	o0901592	3122	2296	NUN~a	U+12A74	𒩴						
U+12A75	o0901603	3123	2297	|NUN~a+A|	U+12A75	𒩵						
U+12A76	o0901606	3124	2299	|NUN~a+EN~a~v2|	U+12A76	𒩶						
U+12A77	o0901607	3125	2301	|NUN~a+EN~b~v1|	U+12A77	𒩷						
U+12A78	o0901608	3126	2302	|NUN~a+EN~d|	U+12A78	𒩸						
U+12A79	o0901611	3127	2303	|NUN~a+NAM₂|	U+12A79	𒩹						
U+12A7A	o0901593	3128	2304	NUN~b	U+12A7A	𒩺						
U+12A7B	o0901609	3129	2306	|NUN~b+EN~a|	U+12A7B	𒩻						
U+12A7C	o0901594	3130	2308	NUN~c	U+12A7C	𒩼						
U+12A7D	o0901595	3131	2309	NUN~c~v1	U+12A7D	𒩽						
U+12A7E	o0901596	3132	2310	NUN~c~v2	U+12A7E	𒩾						
U+12A7F	o0901597	3133	2311	NUN~c~v3	U+12A7F	𒩿						
U+12A80	o0901598	3134	2312	NUN~d	U+12A80	𒪀						
U+12A81	o0901613	3135	2314	NUNUZ~a0	U+12A81	𒪁						
U+12A82	o0901614	3136	2315	NUNUZ~a1	U+12A82	𒪂						
U+12A83	o0901623	3137	2317	NUNUZ~a1@t	U+12A83	𒪃						
U+12A84	o0901615	3138	2318	NUNUZ~a2	U+12A84	𒪄						
U+12A85	o0901616	3139	2319	NUNUZ~b1	U+12A85	𒪅						
U+12A86	o0901617	3140	2320	NUNUZ~b2	U+12A86	𒪆						
U+12A87	o0901618	3141	2321	NUNUZ~c	U+12A87	𒪇						
U+12A88	o0901619	3142	2322	NUNUZ~c~v1	U+12A88	𒪈						
U+12A89	o0901620	3143	2323	NUNUZ~c~v2	U+12A89	𒪉						
U+12A8A	o0901621	3144	2324	NUNUZ~c~v3	U+12A8A	𒪊						
U+12A8B	o0901625	3145	2327	PA~a	U+12A8B	𒪋						
U+12A8C	o0901626	3146	2328	PA~a~v1	U+12A8C	𒪌						
U+12A8D	o0901627	3147	2329	PA~a~v2	U+12A8D	𒪍						
U+12A8E	o0901628	3148	2330	PA~b	U+12A8E	𒪎						
U+12A8F	o0901636	3149	2332	PAD~a	U+12A8F	𒪏						
U+12A90	o0901637	3150	2333	PAD~b	U+12A90	𒪐						
U+12A91	o0901639	3151	2335	PAP~a	U+12A91	𒪑						
U+12A92	o0901643	3152	2336	PAP~a@t	U+12A92	𒪒						
U+12A93	o0901640	3153	2337	PAP~b	U+12A93	𒪓						
U+12A94	o0901641	3154	2338	PAP~b~v1	U+12A94	𒪔						
U+12A95	o0901645	3155	2345	PIRIG~a1	U+12A95	𒪕						
U+12A96	o0901646	3156	2346	PIRIG~a2	U+12A96	𒪖						
U+12A97	o0901647	3157	2347	PIRIG~a3	U+12A97	𒪗						
U+12A98	o0901648	3158	2348	PIRIG~b1	U+12A98	𒪘						
U+12A99	o0901653	3159	2351	|PIRIG~b1×UR₂|	U+12A99	𒪙						
U+12A9A	o0901649	3160	2353	PIRIG~b2	U+12A9A	𒪚						
U+12A9B	o0901656	3161	2354	PU₂	U+12A9B	𒪛						
U+12A9C	o0901657	3162	2355	RA	U+12A9C	𒪜						
U+12A9D	o0901659	3163	2357	RAD~a	U+12A9D	𒪝						
U+12A9E	o0901662	3164	2358	RAD~a@g	U+12A9E	𒪞						
U+12A9F	o0901664	3165	2359	RAD~a@t	U+12A9F	𒪟						
U+12AA0	o0901660	3166	2360	RAD~b	U+12AA0	𒪠						
U+12AA1	o0901668	3167	2364	RI₈~a	U+12AA1	𒪡						
U+12AA2	o0901669	3168	2365	RI₈~b	U+12AA2	𒪢						
U+12AA3	o0901670	3169	2366	RU	U+12AA3	𒪣						
U+12AA4	o0901672	3170	2369	RU@t	U+12AA4	𒪤						
U+12AA5	o0901671	3171	2368	RU~v1	U+12AA5	𒪥						
U+12AA6	o0901674	3172	2371	SA~a	U+12AA6	𒪦						
U+12AA7	o0901675	3173	2372	SA~c	U+12AA7	𒪧						
U+12AA8	o0901676	3174	2373	SA~c~v1	U+12AA8	𒪨						
U+12AA9	o0901677	3175	2374	SAG	U+12AA9	𒪩						
U+12AAA	o0901681	3176	2381	|SAG×GEŠTU~a|	U+12AAA	𒪪						
U+12AAB	o0901694	3177	2395	SAG@g	U+12AAB	𒪫						
U+12AAC	o0901695	3178	2396	SAG@n	U+12AAC	𒪬						
U+12AAD	o0901682	3179	2397	|SAG@n×GEŠTU~b|	U+12AAD	𒪭						
U+12AAE	o0901678	3180	2389	SAG~v1	U+12AAE	𒪮						
U+12AAF	o0901684	3181	2390	|SAG~v1×GEŠTU~c|	U+12AAF	𒪯						
U+12AB0	o0901687	3182	2391	|SAG~v1×MA~v1|	U+12AB0	𒪰						
U+12AB1	o0901688	3183	2392	|SAG~v1×1(N14)|	U+12AB1	𒪱						
U+12AB2	o0901679	3184	2393	SAG~v2	U+12AB2	𒪲						
U+12AB3	o0901683	3185	2394	|SAG~v2×GEŠTU~b|	U+12AB3	𒪳						
U+12AB4	o0901696	3186	2398	SAGŠU	U+12AB4	𒪴						
U+12AB5	o0901697	3187	2399	SAL	U+12AB5	𒪵						
U+12AB6	o0901699	3188	2401	|SAL.KUR~a|	U+12AB6	𒪶						
U+12AB7	o0901701	3189	2403	|SAL.LAM~b|	U+12AB7	𒪷						
U+12AB8	o0901703	3190	2406	|SAL.ŠU₂~b|	U+12AB8	𒪸						
U+12AB9	o0901704	3191	2411	|SAL×1(N58)|	U+12AB9	𒪹						
U+12ABA	o0901709	3192	2413	SANGA~a	U+12ABA	𒪺						
U+12ABB	o0901710	3193	2414	SANGA~a~v1	U+12ABB	𒪻						
U+12ABC	o0901711	3194	2415	SANGA~a~v2	U+12ABC	𒪼						
U+12ABD	o0901712	3195	2416	SANGA~b	U+12ABD	𒪽						
U+12ABE	o0901713	3196	2417	SANGA~b~v1	U+12ABE	𒪾						
U+12ABF	o0901714	3197	2418	SANGA~c	U+12ABF	𒪿						
U+12AC0	o0901718	3198	2425	SAR~a	U+12AC0	𒫀						
U+12AC1	o0901723	3199	2426	|SAR~a×ŠE~a|	U+12AC1	𒫁						
U+12AC2	o0901719	3200	2427	SAR~b	U+12AC2	𒫂						
U+12AC3	o0901720	3201	2428	SAR~c	U+12AC3	𒫃						
U+12AC4	o0901724	3202	2430	SI	U+12AC4	𒫄						
U+12AC5	o0901729	3203	2434	|SI×GU₄|	U+12AC5	𒫅						
U+12AC6	o0901734	3204	2439	|SI×ŠE₃~v1|	U+12AC6	𒫆						
U+12AC7	o0901725	3205	2443	SI~v1	U+12AC7	𒫇						
U+12AC8	o0901739	3206	2445	SI₄~a	U+12AC8	𒫈						
U+12AC9	o0901740	3207	2446	SI₄~b	U+12AC9	𒫉						
U+12ACA	o0901741	3208	2447	SI₄~c	U+12ACA	𒫊						
U+12ACB	o0901742	3209	2448	SI₄~d	U+12ACB	𒫋						
U+12ACC	o0901743	3210	2449	SI₄~d~v1	U+12ACC	𒫌						
U+12ACD	o0901744	3211	2450	SI₄~f	U+12ACD	𒫍						
U+12ACE	o0901745	3212	2451	SI₄~f~v1	U+12ACE	𒫎						
U+12ACF	o0901746	3213	2452	SIG	U+12ACF	𒫏						
U+12AD0	o0901749	3214	2455	SIG@g	U+12AD0	𒫐						
U+12AD1	o0901751	3215	2460	SIG₂~a1	U+12AD1	𒫑						
U+12AD2	o0901752	3216	2461	SIG₂~a2	U+12AD2	𒫒						
U+12AD3	o0901753	3217	2462	SIG₂~a3	U+12AD3	𒫓						
U+12AD4	o0901754	3218	2463	SIG₂~a3~v1	U+12AD4	𒫔						
U+12AD5	o0901755	3219	2464	SIG₂~a3~v2	U+12AD5	𒫕						
U+12AD6	o0901756	3220	2465	SIG₂~a4	U+12AD6	𒫖						
U+12AD7	o0901757	3221	2466	SIG₂~b	U+12AD7	𒫗						
U+12AD8	o0901767	3222	2468	|SIG₂~b×1(N14)|	U+12AD8	𒫘						
U+12AD9	o0901769	3223	2469	|SIG₂~b&SIG₂~b|	U+12AD9	𒫙						
U+12ADA	o0901758	3224	2470	SIG₂~c1	U+12ADA	𒫚						
U+12ADB	o0901759	3225	2471	SIG₂~c2	U+12ADB	𒫛						
U+12ADC	o0901760	3226	2472	SIG₂~d1	U+12ADC	𒫜						
U+12ADD	o0901761	3227	2473	SIG₂~d2	U+12ADD	𒫝						
U+12ADE	o0901762	3228	2474	SIG₂~d2~v1	U+12ADE	𒫞						
U+12ADF	o0901763	3229	2475	SIG₂~d3	U+12ADF	𒫟						
U+12AE0	o0901764	3230	2476	SIG₂~d4	U+12AE0	𒫠						
U+12AE1	o0901765	3231	2477	SIG₂~e	U+12AE1	𒫡						
U+12AE2	o0901770	3232	2478	SIG₄	U+12AE2	𒫢						
U+12AE3	o0901771	3233	2479	SIG₇	U+12AE3	𒫣						
U+12AE4	o0901772	3234	2480	SIG₇~v1	U+12AE4	𒫤						
U+12AE5	o0901775	3235	2516	SILA₃~a	U+12AE5	𒫥						
U+12AE6	o0901781	3236	2524	|SILA₃~a×A|	U+12AE6	𒫦						
U+12AE7	o0901783	3237	2525	|SILA₃~a×AMAR|	U+12AE7	𒫧						
U+12AE8	o0901786	3238	2527	|SILA₃~a×DUG~a|~v1	U+12AE8	𒫨						
U+12AE9	o0901790	3239	2529	|SILA₃~a×GA~a~v3|	U+12AE9	𒫩						
U+12AEA	o0901792	3240	2530	|SILA₃~a×GARA₂~a|	U+12AEA	𒫪						
U+12AEB	o0901794	3241	2532	|SILA₃~a×GEŠTU~a~v2|	U+12AEB	𒫫						
U+12AEC	o0901795	3242	2533	|SILA₃~a×GEŠTU~c3|	U+12AEC	𒫬						
U+12AED	o0901796	3243	2534	|SILA₃~a×GEŠTU~c5|	U+12AED	𒫭						
U+12AEE	o0901800	3244	2535	|SILA₃~a×HAŠHUR|	U+12AEE	𒫮						
U+12AEF	o0901802	3245	2536	|SILA₃~a×HI|	U+12AEF	𒫯						
U+12AF0	o0901804	3246	2537	|SILA₃~a×HI@g~a|	U+12AF0	𒫰						
U+12AF1	o0901806	3247	2538	|SILA₃~a×IB~a|	U+12AF1	𒫱						
U+12AF2	o0901808	3248	2539	|SILA₃~a×KAŠ~a|	U+12AF2	𒫲						
U+12AF3	o0901809	3249	2540	|SILA₃~a×KAŠ~c|	U+12AF3	𒫳						
U+12AF4	o0901810	3250	2541	|SILA₃~a×KAŠ~d|	U+12AF4	𒫴						
U+12AF5	o0901812	3251	2542	|SILA₃~a×KU₆~a|	U+12AF5	𒫵						
U+12AF6	o0901814	3252	2543	|SILA₃~a×KUR~a|	U+12AF6	𒫶						
U+12AF7	o0901816	3253	2545	|SILA₃~a×MA~v1|	U+12AF7	𒫷						
U+12AF8	o0901818	3254	2546	|SILA₃~a×MAŠ|	U+12AF8	𒫸						
U+12AF9	o0901826	3255	2548	|SILA₃~a×NAGA~a|	U+12AF9	𒫹						
U+12AFA	o0901829	3256	2549	|SILA₃~a×NI~a|	U+12AFA	𒫺						
U+12AFB	o0901834	3257	2550	|SILA₃~a×NUN~b|	U+12AFB	𒫻						
U+12AFC	o0901836	3258	2551	|SILA₃~a×SUHUR|	U+12AFC	𒫼						
U+12AFD	o0901838	3259	2553	|SILA₃~a×SUM~a~v1|	U+12AFD	𒫽						
U+12AFE	o0901839	3260	2554	|SILA₃~a×SUM~b|	U+12AFE	𒫾						
U+12AFF	o0901841	3261	2555	|SILA₃~a×ŠE~a|	U+12AFF	𒫿						
U+12B00	o0901843	3262	2556	|SILA₃~a×ŠE~a@t|	U+12B00	𒬀						
U+12B01	o0901845	3263	2557	|SILA₃~a×ŠU|	U+12B01	𒬁						
U+12B02	o0901848	3264	2559	|SILA₃~a×ŠU₂~b|	U+12B02	𒬂						
U+12B03	o0901850	3265	2561	|SILA₃~a×X|	U+12B03	𒬃						
U+12B04	o0901852	3266	2563	|SILA₃~a×ZATU629~v1|	U+12B04	𒬄						
U+12B05	o0901854	3267	2564	|SILA₃~a×ZATU646|	U+12B05	𒬅						
U+12B06	o0901856	3268	2566	|SILA₃~a×(ZATU659.TU~c~v1)|	U+12B06	𒬆						
U+12B07	o0901822	3269	2567	|SILA₃~a×1(N57)|	U+12B07	𒬇						
U+12B08	o0901824	3270	2568	|SILA₃~a×1(N58)|	U+12B08	𒬈						
U+12B09	o0901785	3271	2570	|SILA₃~a~v1×DUG~a|	U+12B09	𒬉						
U+12B0A	o0901776	3272	2571	SILA₃~b	U+12B0A	𒬊						
U+12B0B	o0901798	3273	2572	|SILA₃~b×GUG₂|	U+12B0B	𒬋						
U+12B0C	o0901827	3274	2573	|SILA₃~b×NAGA~b|	U+12B0C	𒬌						
U+12B0D	o0901831	3275	2575	|SILA₃~b×NI~b|	U+12B0D	𒬍						
U+12B0E	o0901777	3276	2576	SILA₃~c	U+12B0E	𒬎						
U+12B0F	o0901830	3277	2577	|SILA₃~c×NI~a|	U+12B0F	𒬏						
U+12B10	o0901846	3278	2578	|SILA₃~c×ŠU|	U+12B10	𒬐						
U+12B11	o0901858	3279	2579	|SILA₃~c×ZATU687|	U+12B11	𒬑						
U+12B12	o0901832	3280	2581	|SILA₃~d×NI~a|	U+12B12	𒬒						
U+12B13	o0901860	3281	2583	SILA₄~a	U+12B13	𒬓						
U+12B14	o0901861	3282	2584	SILA₄~b	U+12B14	𒬔						
U+12B15	o0901862	3283	2585	SILA₄~c	U+12B15	𒬕						
U+12B16	o0901864	3284	2587	SILA₄~d	U+12B16	𒬖						
U+12B17	o0901865	3285	2588	SILANITA	U+12B17	𒬗						
U+12B18	o0901866	3286	2590	SIMUG	U+12B18	𒬘						
U+12B19	o0901867	3287	2591	SIMUG~v1	U+12B19	𒬙						
U+12B1A	o0901868	3288	2592	SIPA	U+12B1A	𒬚						
U+12B1B	o0901870	3289	2595	SU~a	U+12B1B	𒬛						
U+12B1C	o0901875	3290	2597	|SU~a×1(N58)|	U+12B1C	𒬜						
U+12B1D	o0901871	3291	2598	SU~a~v1	U+12B1D	𒬝						
U+12B1E	o0901872	3292	2599	SU~b	U+12B1E	𒬞						
U+12B1F	o0901876	3293	2601	SU₃	U+12B1F	𒬟						
U+12B20	o0901878	3294	2602	SUG	U+12B20	𒬠						
U+12B21	o0901879	3295	2603	SUG₅	U+12B21	𒬡						
U+12B22	o0901880	3296	2605	SUH₃	U+12B22	𒬢						
U+12B23	o0901881	3297	2606	SUHUR	U+12B23	𒬣						
U+12B24	o0901883	3298	2612	SUHUR@g	U+12B24	𒬤						
U+12B25	o0901884	3299	2613	SUHUR@n	U+12B25	𒬥						
U+12B26	o0901887	3300	2615	SUKKAL	U+12B26	𒬦						
U+12B27	o0901888	3301	2617	SUKUD	U+12B27	𒬧						
U+12B28	o0901890	3302	2620	|(SUKUD+SUKUD)~a|	U+12B28	𒬨						
U+12B29	o0901891	3303	2622	|(SUKUD+SUKUD)~b|	U+12B29	𒬩						
U+12B2A	o0901893	3304	2623	|(SUKUD+SUKUD)~d|	U+12B2A	𒬪						
U+12B2B	o0901895	3305	2628	SUKUD@g~a	U+12B2B	𒬫						
U+12B2C	o0901896	3306	2629	SUKUD@g~b	U+12B2C	𒬬						
U+12B2D	o0901897	3307	2630	SUKUD@g~b~v1	U+12B2D	𒬭						
U+12B2E	o0901898	3308	2631	SUKUD@g~c	U+12B2E	𒬮						
U+12B2F	o0901899	3309	2632	SUKUD@g~d	U+12B2F	𒬯						
U+12B30	o0901902	3310	2635	SUM~a	U+12B30	𒬰						
U+12B31	o0901906	3311	2637	SUM~a@t	U+12B31	𒬱						
U+12B32	o0901903	3312	2636	SUM~a~v1	U+12B32	𒬲						
U+12B33	o0901904	3313	2638	SUM~b	U+12B33	𒬳						
U+12B34	o0901907	3314	2640	SUMAŠ	U+12B34	𒬴						
U+12B35	o0901908	3315	2641	SUR	U+12B35	𒬵						
U+12B36	o0901909	3316	2642	SUSA	U+12B36	𒬶						
U+12B37	o0901910	3317	2643	ŠA	U+12B37	𒬷						
U+12B38	o0901914	3318	2646	|(ŠA×HI@g~a)~a|	U+12B38	𒬸						
U+12B39	o0901915	3319	2647	|(ŠA×HI@g~a)~b|	U+12B39	𒬹						
U+12B3A	o0901916	3320	2650	ŠA@g	U+12B3A	𒬺						
U+12B3B	o0901911	3321	2648	ŠA~v1	U+12B3B	𒬻						
U+12B3C	o0901912	3322	2649	ŠA~v2	U+12B3C	𒬼						
U+12B3D	o0901918	3323	2653	ŠA₃~a1	U+12B3D	𒬽						
U+12B3E	o0901919	3324	2654	ŠA₃~a2	U+12B3E	𒬾						
U+12B3F	o0901920	3325	2656	ŠA₃~b	U+12B3F	𒬿						
U+12B40	o0901921	3326	2658	ŠA₃~c	U+12B40	𒭀						
U+12B41	o0901922	3327	2659	ŠA₃~d	U+12B41	𒭁						
U+12B42	o0901926	3328	2662	ŠAB~a	U+12B42	𒭂						
U+12B43	o0901927	3329	2663	ŠAB~a~v1	U+12B43	𒭃						
U+12B44	o0901928	3330	2664	ŠAB~b	U+12B44	𒭄						
U+12B45	o0901929	3331	2665	ŠAB~b~v1	U+12B45	𒭅						
U+12B46	o0901930	3332	2666	ŠAGAN	U+12B46	𒭆						
U+12B47	o0901931	3333	2667	ŠAGAN~v1	U+12B47	𒭇						
U+12B48	o0901932	3334	2668	ŠAGINA	U+12B48	𒭈						
U+12B49	o0901934	3335	2670	ŠAH₂~a	U+12B49	𒭉						
U+12B4A	o0901935	3336	2672	ŠAH₂~b	U+12B4A	𒭊						
U+12B4B	o0901936	3337	2673	ŠAH₂~c	U+12B4B	𒭋						
U+12B4C	o0901938	3338	2675	ŠAKIR~a	U+12B4C	𒭌						
U+12B4D	o0901939	3339	2676	ŠAKIR~b	U+12B4D	𒭍						
U+12B4E	o0901940	3340	2677	ŠAKIR~c	U+12B4E	𒭎						
U+12B4F	o0901941	3341	2678	ŠAM₂	U+12B4F	𒭏						
U+12B50	o0901943	3342	2680	ŠANDANA~a	U+12B50	𒭐						
U+12B51	o0901944	3343	2681	ŠANDANA~b	U+12B51	𒭑						
U+12B52	o0901946	3344	2688	ŠE~a	U+12B52	𒭒						
U+12B53	o0901953	3345	2690	|ŠE~a.KIN₂~c|	U+12B53	𒭓						
U+12B54	o0901955	3346	2691	|ŠE~a.NAM₂|	U+12B54	𒭔						
U+12B55	o0901956	3347	2692	|ŠE~a.NAM₂|~v1	U+12B55	𒭕						
U+12B56	o0901959	3348	2700	|ŠE~a&ŠE~a|	U+12B56	𒭖						
U+12B57	o0901961	3349	2701	ŠE~a@t	U+12B57	𒭗						
U+12B58	o0901947	3350	2705	ŠE~b	U+12B58	𒭘						
U+12B59	o0901948	3351	2706	ŠE~c	U+12B59	𒭙						
U+12B5A	o0901962	3352	2708	ŠE₃	U+12B5A	𒭚						
U+12B5B	o0901964	3353	2710	ŠE₃@t	U+12B5B	𒭛						
U+12B5C	o0901963	3354	2709	ŠE₃~v1	U+12B5C	𒭜						
U+12B5D	o0901965	3355	2711	ŠE₃@t~v1	U+12B5D	𒭝						
U+12B5E	o0901966	3356	2712	ŠEG₉	U+12B5E	𒭞						
U+12B5F	o0901967	3357	2713	ŠELU	U+12B5F	𒭟						
