id_text	designation	provenience	museum_no	excavation_no	accession_no	primary_publication	publication_history	genre	subgenre	period
P003033	IM 133633	Uruk (mod. Warka)	IM 133633	W 19362,e		unpublished unassigned ?		Administrative		Uruk III
P003034	ATU 7, pl. 007, W 19363	Uruk (mod. Warka)	HD: W 19363	W 19363		ATU 7, pl. 007, W 19363		Administrative		Uruk IV
P003035	W 19372	Uruk (mod. Warka)	IM —	W 19372		unpublished unassigned ?	UVB 16; D. Schmandt-Besserat, Before Writing II, token no. 555; K. Szarzynska, JCS 46 (1994) 1-10, tag no. 6	Administrative		Uruk IV
P003036	ATU 7, pl. 007, W 19408,1	Uruk (mod. Warka)	HD: W 19408,1	W 19408,01		ATU 7, pl. 007, W 19408,1		Administrative		Uruk IV
P003037	IM 133635	Uruk (mod. Warka)	IM 133635	W 19408,02		unpublished unassigned ?		Administrative		Uruk IV
P003038	ATU 7, pl. 007, W 19408,3	Uruk (mod. Warka)	HD: W 19408,3	W 19408,03		ATU 7, pl. 007, W 19408,3		Administrative		Uruk IV
P003039	IM 133636	Uruk (mod. Warka)	IM 133636	W 19408,04		unpublished unassigned ?		Administrative		Uruk IV
P003040	ATU 7, pl. 007, W 19408,5	Uruk (mod. Warka)	HD: W 19408,5; ROM 986.188.004 (cast)	W 19408,05		ATU 7, pl. 007, W 19408,5		Administrative		Uruk IV
P003041	W 19408,06	Uruk (mod. Warka)	IM —	W 19408,06		unpublished unassigned ?		Administrative		Uruk IV
P003042	ATU 7, pl. 008, W 19408,7	Uruk (mod. Warka)	HD: W 19408,7	W 19408,07		ATU 7, pl. 008, W 19408,7		Administrative		Uruk IV
P003043	W 19408,08	Uruk (mod. Warka)	IM —	W 19408,08		unpublished unassigned ?		Administrative		Uruk IV
P003044	ATU 7, pl. 008, W 19408,9	Uruk (mod. Warka)	HD: W 19408,9	W 19408,09		ATU 7, pl. 008, W 19408,9		Administrative		Uruk IV
P003045	IM 064796	Uruk (mod. Warka)	IM 064796	W 19408,10		unpublished unassigned ?		Administrative		Uruk IV
P003046	W 19408,11	Uruk (mod. Warka)	IM —	W 19408,11		unpublished unassigned ?		Administrative		Uruk IV
P003047	ATU 7, pl. 008, W 19408,12	Uruk (mod. Warka)	HD: W 19408,12	W 19408,12		ATU 7, pl. 008, W 19408,12		Administrative		Uruk IV
P003048	ATU 7, pl. 008, W 19408,13	Uruk (mod. Warka)	HD: W 19408,13	W 19408,13		ATU 7, pl. 008, W 19408,13		Administrative		Uruk IV
P003049	W 19408,14	Uruk (mod. Warka)	IM —	W 19408,14		unpublished unassigned ?		Administrative		Uruk IV
P003050	ATU 7, pl. 008, W 19408,15	Uruk (mod. Warka)	HD: W 19408,15	W 19408,15		ATU 7, pl. 008, W 19408,15		Administrative		Uruk IV
P003051	IM 064817	Uruk (mod. Warka)	IM 064817	W 19408,16		unpublished unassigned ?		Administrative		Uruk IV
P003052	W 19408,17	Uruk (mod. Warka)	IM —	W 19408,17		unpublished unassigned ?		Administrative		Uruk IV
P003053	ATU 7, pl. 008, W 19408,18	Uruk (mod. Warka)	HD: W 19408,18	W 19408,18		ATU 7, pl. 008, W 19408,18		Administrative		Uruk IV
P003054	ATU 7, pl. 008, W 19408,19	Uruk (mod. Warka)	HD: W 19408,19	W 19408,19		ATU 7, pl. 008, W 19408,19		Administrative		Uruk IV
P003055	IM 133637	Uruk (mod. Warka)	IM 133637	W 19408,20		unpublished unassigned ?		Administrative		Uruk IV
P003056	ATU 7, pl. 009, W 19408,21	Uruk (mod. Warka)	HD: W 19408,21	W 19408,21		ATU 7, pl. 009, W 19408,21		Administrative		Uruk IV
P003057	UVB 16, Tf. 27i	Uruk (mod. Warka)	IM —	W 19408,22		UVB 16, Tf. 27i		Administrative		Uruk IV
P003058	UVB 16, Tf. 27h	Uruk (mod. Warka)	IM 064798	W 19408,23		UVB 16, Tf. 27h		Administrative		Uruk IV
P003059	UVB 16, Tf. 27l	Uruk (mod. Warka)	IM —	W 19408,24		UVB 16, Tf. 27l		Administrative		Uruk IV
P003060	ATU 7, pl. 009, W 19408,25	Uruk (mod. Warka)	HD: W 19408,25	W 19408,25		ATU 7, pl. 009, W 19408,25		Administrative		Uruk IV
P003061	ATU 7, pl. 009, W 19408,26	Uruk (mod. Warka)	HD: W 19408,26	W 19408,26		ATU 7, pl. 009, W 19408,26	van Dijk, UVB 16, Tf. 27f	Administrative		Uruk IV
P003062	ATU 7, pl. 009, W 19408,27	Uruk (mod. Warka)	HD: W 19408,27	W 19408,27		ATU 7, pl. 009, W 19408,27		Administrative		Uruk IV
P003063	UVB 16, Tf. 27k	Uruk (mod. Warka)	IM 133638	W 19408,28		UVB 16, Tf. 27k		Administrative		Uruk IV
P003064	ATU 7, pl. 009, W 19408,29	Uruk (mod. Warka)	HD: W 19408,29	W 19408,29		ATU 7, pl. 009, W 19408,29		Administrative		Uruk IV
P003065	W 19408,30	Uruk (mod. Warka)	IM —	W 19408,30		unpublished unassigned ?		Administrative		Uruk IV
P003066	ATU 7, pl. 009, W 19408,31	Uruk (mod. Warka)	HD: W 19408,31	W 19408,31		ATU 7, pl. 009, W 19408,31		Administrative		Uruk IV
P003067	IM 133639	Uruk (mod. Warka)	IM 133639	W 19408,32		unpublished unassigned ?		Administrative		Uruk IV
P003068	ATU 7, pl. 010, W 19408,33	Uruk (mod. Warka)	HD: W 19408,33	W 19408,33		ATU 7, pl. 010, W 19408,33		Administrative		Uruk IV
P003069	IM 064799	Uruk (mod. Warka)	IM 064799	W 19408,34		unpublished unassigned ?	Katalog zur Ausstellung Le Signe en Mésopotamie, Arles - Salles Romanes du Cloître Saint-Trophime 23.7.-23.10.1977, Nr. 1 (p) Vs.	Administrative		Uruk IV
P003070	ATU 7, pl. 010, W 19408,35	Uruk (mod. Warka)	HD: W 19408,35	W 19408,35		ATU 7, pl. 010, W 19408,35		Administrative		Uruk IV
P003071	W 19408,36	Uruk (mod. Warka)	IM —	W 19408,36		unpublished unassigned ?		Administrative		Uruk IV
P003072	ATU 7, pl. 010, W 19408,37	Uruk (mod. Warka)	HD: W 19408,37	W 19408,37		ATU 7, pl. 010, W 19408,37		Administrative		Uruk IV
P003073	IM 133640	Uruk (mod. Warka)	IM 133640	W 19408,38		unpublished unassigned ?		Administrative		Uruk IV
P003074	ATU 7, pl. 010, W 19408,39	Uruk (mod. Warka)	HD: W 19408,39	W 19408,39		ATU 7, pl. 010, W 19408,39	van Dijk, UVB 16, Tf. 27g	Administrative		Uruk IV
P003075	UVB 16, Tf. 27e	Uruk (mod. Warka)	IM —	W 19408,40		UVB 16, Tf. 27e		Administrative		Uruk IV
P003076	ATU 7, pl. 010, W 19408,41	Uruk (mod. Warka)	HD: W 19408,41	W 19408,41		ATU 7, pl. 010, W 19408,41	van Dijk, UVB 16, Tf. 27d	Administrative		Uruk IV
P003077	UVB 16, Tf. 27c	Uruk (mod. Warka)	IM —	W 19408,42		UVB 16, Tf. 27c		Administrative		Uruk IV
P003078	ATU 7, pl. 010, W 19408,43	Uruk (mod. Warka)	HD: W 19408,43	W 19408,43		ATU 7, pl. 010, W 19408,43		Administrative		Uruk IV
P003079	W 19408,44	Uruk (mod. Warka)	IM —	W 19408,44		unpublished unassigned ?		Administrative		Uruk IV
P003080	ATU 7, pl. 011, W 19408,45	Uruk (mod. Warka)	HD: W 19408,45	W 19408,45		ATU 7, pl. 011, W 19408,45		Administrative		Uruk IV
P003081	W 19408,46	Uruk (mod. Warka)	IM —	W 19408,46		unpublished unassigned ?		Administrative		Uruk IV
P003082	W 19408,47	Uruk (mod. Warka)	IM —	W 19408,47		unpublished unassigned ?		Administrative		Uruk IV
P003083	ATU 7, pl. 011, W 19408,48	Uruk (mod. Warka)	HD: W 19408,48	W 19408,48		ATU 7, pl. 011, W 19408,48		Administrative		Uruk IV
P003084	ATU 7, pl. 011, W 19408,49	Uruk (mod. Warka)	HD: W 19408,49	W 19408,49		ATU 7, pl. 011, W 19408,49		Administrative		Uruk IV
P003085	W 19408,50a	Uruk (mod. Warka)	IM —	W 19408,50a		unpublished unassigned ?		Administrative		Uruk IV
P003086	ATU 7, pl. 011, W 19408,50b	Uruk (mod. Warka)	HD: W 19408,50b	W 19408,50b		ATU 7, pl. 011, W 19408,50b		Administrative		Uruk IV
P003087	ATU 7, pl. 011, W 19408,51	Uruk (mod. Warka)	HD: W 19408,51	W 19408,51		ATU 7, pl. 011, W 19408,51		Administrative		Uruk IV
P003088	IM 133641	Uruk (mod. Warka)	IM 133641	W 19408,52		unpublished unassigned ?		Administrative		Uruk IV
P003089	W 19408,53	Uruk (mod. Warka)	IM —	W 19408,53		unpublished unassigned ?		Administrative		Uruk IV
P003090	ATU 7, pl. 012, W 19408,54	Uruk (mod. Warka)	HD: W 19408,54	W 19408,54		ATU 7, pl. 012, W 19408,54		Administrative		Uruk IV
P003091	ATU 7, pl. 012, W 19408,55	Uruk (mod. Warka)	HD: W 19408,55	W 19408,55		ATU 7, pl. 012, W 19408,55		Administrative		Uruk IV
P003092	IM 133642	Uruk (mod. Warka)	IM 133642	W 19408,56		unpublished unassigned ?		Administrative		Uruk IV
P003093	IM 064806	Uruk (mod. Warka)	IM 064806	W 19408,57		unpublished unassigned ?	Katalog zur Ausstellung Le Signe en Mésopotamie, Arles - Salles Romanes du Cloître Saint-Trophime 23.7.-23.10.1977, Nr. 4 (p) Vs.	Administrative		Uruk IV
P003094	ATU 7, pl. 013, W 19408,58	Uruk (mod. Warka)	HD: W 19408,58	W 19408,58		ATU 7, pl. 013, W 19408,58		Administrative		Uruk IV
P003095	ATU 7, pl. 013, W 19408,59	Uruk (mod. Warka)	HD: W 19408,59	W 19408,59		ATU 7, pl. 013, W 19408,59		Administrative		Uruk IV
P003096	W 19408,60	Uruk (mod. Warka)	IM —	W 19408,60		unpublished unassigned ?		Administrative		Uruk IV
P003097	ATU 7, pl. 013, W 19408,61	Uruk (mod. Warka)	HD: W 19408,61	W 19408,61		ATU 7, pl. 013, W 19408,61		Administrative		Uruk IV
P003098	IM 133643	Uruk (mod. Warka)	IM 133643	W 19408,62		unpublished unassigned ?		Administrative		Uruk IV
P003099	ATU 7, pl. 013, W 19408,63a	Uruk (mod. Warka)	HD: W 19408,63a	W 19408,63a		ATU 7, pl. 013, W 19408,63a		Administrative		Uruk IV
P003100	ATU 7, pl. 013, W 19408,63b	Uruk (mod. Warka)	HD: W 19408,63b	W 19408,63b		ATU 7, pl. 013, W 19408,63b		Administrative		Uruk IV
P003101	ATU 7, pl. 013, W 19408,63c	Uruk (mod. Warka)	HD: W 19408,63c	W 19408,63c		ATU 7, pl. 013, W 19408,63c		Administrative		Uruk IV
P003102	ATU 7, pl. 013, W 19408,63d	Uruk (mod. Warka)	HD: W 19408,63d	W 19408,63d		ATU 7, pl. 013, W 19408,63d		Administrative		Uruk IV
P003103	IM 133644	Uruk (mod. Warka)	IM 133644	W 19408,64		unpublished unassigned ?		Administrative		Uruk IV
P003104	ATU 7, pl. 013, W 19408,65	Uruk (mod. Warka)	HD: W 19408,65	W 19408,65		ATU 7, pl. 013, W 19408,65		Administrative		Uruk IV
P003105	ATU 7, pl. 014, W 19408,66	Uruk (mod. Warka)	HD: W 19408,66	W 19408,66		ATU 7, pl. 014, W 19408,66		Administrative		Uruk IV
P003106	W 19408,67 + W 19408,82	Uruk (mod. Warka)	IM —	W 19408,67 + W 19408,82		unpublished unassigned ?		Administrative		Uruk IV
P003107	IM 133645	Uruk (mod. Warka)	IM 133645	W 19408,68		unpublished unassigned ?		Administrative		Uruk IV
P003108	ATU 7, pl. 014, W 19408,69	Uruk (mod. Warka)	HD: W 19408,69	W 19408,69		ATU 7, pl. 014, W 19408,69		Administrative		Uruk IV
P003109	ATU 7, pl. 014, W 19408,70a	Uruk (mod. Warka)	HD: W 19408,70a	W 19408,70a		ATU 7, pl. 014, W 19408,70a		Administrative		Uruk IV
P003111	ATU 7, pl. 014, W 19408,70c	Uruk (mod. Warka)	HD: W 19408,70c	W 19408,70c		ATU 7, pl. 014, W 19408,70c		Administrative		Uruk IV
P003112	ATU 7, pl. 014, W 19408,70d	Uruk (mod. Warka)	HD: W 19408,70d	W 19408,70d		ATU 7, pl. 014, W 19408,70d		Administrative		Uruk IV
P003113	IM 133647	Uruk (mod. Warka)	IM 133647	W 19408,71		unpublished unassigned ?		Administrative		Uruk IV
P003114	IM 133648	Uruk (mod. Warka)	IM 133648	W 19408,72		unpublished unassigned ?		Administrative		Uruk IV
P003115	IM 133649	Uruk (mod. Warka)	IM 133649	W 19408,73		unpublished unassigned ?		Administrative		Uruk IV
P003116	ATU 7, pl. 014, W 19408,74	Uruk (mod. Warka)	HD: W 19408,74	W 19408,74		ATU 7, pl. 014, W 19408,74		Administrative		Uruk IV
P003118	ATU 7, pl. 014, W 19408,76+	Uruk (mod. Warka)	HD: W 19408,76+	W 19408,76 + 70b + frags.		ATU 7, pl. 014, W 19408,76+	ATU 2, plate 59; Frühe Schrift p. 98, no. 12.3; discussed by J. Friberg, AfO 44/45 (1997/98) 10; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 210 fig. 85	School	mathematical exercise	Uruk IV
P003119	ATU 7, pl. 015, W 19408,77a	Uruk (mod. Warka)	HD: W 19408,77a	W 19408,77a		ATU 7, pl. 015, W 19408,77a		Administrative		Uruk IV
P003120	W 19408,77b	Uruk (mod. Warka)	IM —	W 19408,77b		unpublished unassigned ?		Administrative		Uruk IV
P003121	IM 133651	Uruk (mod. Warka)	IM 133651	W 19408,78a		unpublished unassigned ?		Administrative		Uruk III
P003122	IM 133652	Uruk (mod. Warka)	IM 133652	W 19408,78b		unpublished unassigned ?		Administrative		Uruk IV
P003123	IM 133653,1	Uruk (mod. Warka)	IM 133653,1	W 19408,79a		unpublished unassigned ?		Administrative		Uruk IV
P003126	IM 133654	Uruk (mod. Warka)	IM 133654	W 19408,80		unpublished unassigned ?		Administrative		Uruk IV
P003127	ATU 7, pl. 015, W 19408,81a	Uruk (mod. Warka)	HD: W 19408,81a	W 19408,81a		ATU 7, pl. 015, W 19408,81a		Administrative		Uruk IV
P003128	ATU 7, pl. 015, W 19408,81b	Uruk (mod. Warka)	HD: W 19408,81b	W 19408,81b		ATU 7, pl. 015, W 19408,81b		Administrative		Uruk IV
P003129	ATU 7, pl. 015, W 19408,82a	Uruk (mod. Warka)	HD: W 19408,82a	W 19408,82a		ATU 7, pl. 015, W 19408,82a	van Dijk, UVB 16, Tf. 33d	Administrative		Uruk IV
P003130	W 19408,82b	Uruk (mod. Warka)	IM —	W 19408,82b		unpublished unassigned ?		Administrative		Uruk IV
P003131	ATU 7, pl. 015, W 19408,83	Uruk (mod. Warka)	HD: W 19408,83	W 19408,83		ATU 7, pl. 015, W 19408,83		Administrative		Uruk IV
P003133	ATU 7, pl. 015, W 19408,85	Uruk (mod. Warka)	HD: W 19408,85	W 19408,85		ATU 7, pl. 015, W 19408,85		Administrative		Uruk IV
P003134	ATU 7, pl. 015, W 19408,86	Uruk (mod. Warka)	HD: W 19408,86	W 19408,86		ATU 7, pl. 015, W 19408,86		Administrative		Uruk IV
P003135	IM 133655	Uruk (mod. Warka)	IM 133655	W 19408,87		unpublished unassigned ?		Administrative		Uruk IV
P003136	ATU 7, pl. 016, W 19408,88	Uruk (mod. Warka)	HD: W 19408,88	W 19408,88		ATU 7, pl. 016, W 19408,88	van Dijk, UVB 16, Tf. 33c	Administrative		Uruk IV
P003137	IM 133656	Uruk (mod. Warka)	IM 133656	W 19408,89		unpublished unassigned ?		Administrative		Uruk IV
P003138	IM 133657	Uruk (mod. Warka)	IM 133657	W 19408,90		unpublished unassigned ?		Administrative		Uruk IV
P003139	ATU 7, pl. 016, W 19408,91	Uruk (mod. Warka)	HD: W 19408,91	W 19408,91		ATU 7, pl. 016, W 19408,91		Administrative		Uruk IV
P003140	ATU 7, pl. 016, W 19408,92	Uruk (mod. Warka)	HD: W 19408,92	W 19408,92		ATU 7, pl. 016, W 19408,92		Administrative		Uruk IV
P003141	ATU 7, pl. 016, W 19410,1	Uruk (mod. Warka)	HD: W 19410,1	W 19410,01		ATU 7, pl. 016, W 19410,1		Administrative		Uruk IV
P003142	W 19410,02	Uruk (mod. Warka)	IM —	W 19410,02		unpublished unassigned ?		Administrative		Uruk IV
P003143	W 19410,03	Uruk (mod. Warka)	IM —	W 19410,03		unpublished unassigned ?		Administrative		Uruk IV
P003144	ATU 7, pl. 016, W 19410,4	Uruk (mod. Warka)	HD: W 19410,4	W 19410,04		ATU 7, pl. 016, W 19410,4		Administrative		Uruk IV
P003145	ATU 7, pl. 016, W 19410,5	Uruk (mod. Warka)	HD: W 19410,5	W 19410,05		ATU 7, pl. 016, W 19410,5		Administrative		Uruk IV
P003146	ATU 7, pl. 017, W 19410,6	Uruk (mod. Warka)	HD: W 19410,6	W 19410,06		ATU 7, pl. 017, W 19410,6		Administrative		Uruk IV
P003148	ATU 7, pl. 017, W 19410,8a	Uruk (mod. Warka)	HD: W 19410,8a	W 19410,08a		ATU 7, pl. 017, W 19410,8a		Administrative		Uruk IV
P003149	ATU 7, pl. 017, W 19410,8b	Uruk (mod. Warka)	HD: W 19410,8b	W 19410,08b		ATU 7, pl. 017, W 19410,8b		Administrative		Uruk IV
P003150	IM 133646	Uruk (mod. Warka)	IM 133646	W 19410,09		unpublished unassigned ?		Administrative		Uruk IV
P003151	ATU 7, pl. 017, W 19410,10	Uruk (mod. Warka)	HD: W 19410,10	W 19410,10		ATU 7, pl. 017, W 19410,10		Administrative		Uruk IV
P003152	ATU 7, pl. 017, W 19410,11	Uruk (mod. Warka)	HD: W 19410,11	W 19410,11		ATU 7, pl. 017, W 19410,11		Administrative		Uruk IV
P003153	IM 133658	Uruk (mod. Warka)	IM 133658	W 19410,12a		unpublished unassigned ?		Administrative		Uruk IV
P003154	IM 064811	Uruk (mod. Warka)	IM 064811	W 19410,12b		unpublished unassigned ?		Administrative		Uruk III
P003155	IM 133659	Uruk (mod. Warka)	IM 133659	W 19411,8		unpublished unassigned ?		Administrative		Uruk III
P003156	UVB 16, Tf. 33,e & f	Uruk (mod. Warka)	IM —	W 19412,02		UVB 16, Tf. 33,e & f		Lexical		Uruk III
P003157	W 19412,03	Uruk (mod. Warka)	IM —	W 19412,03		unpublished unassigned ?		Administrative		Uruk IV
P003158	ATU 7, pl. 018, W 19412,4	Uruk (mod. Warka)	HD: W 19412,4	W 19412,04		ATU 7, pl. 018, W 19412,4		Administrative		Uruk III
P003159	IM 133664	Uruk (mod. Warka)	IM 133664	W 19412,05		unpublished unassigned ?		Administrative		Uruk IV
P003160	ATU 7, pl. 018, W 19412,6	Uruk (mod. Warka)	HD: W 19412,6	W 19412,06		ATU 7, pl. 018, W 19412,6		Administrative		Uruk III
P003161	W 19412,07	Uruk (mod. Warka)	IM —	W 19412,07		unpublished unassigned ?		Administrative		Uruk IV
P003162	IM 133665	Uruk (mod. Warka)	IM 133665	W 19412,09		unpublished unassigned ?		Administrative		Uruk III
P003163	IM 133666	Uruk (mod. Warka)	IM 133666	W 19412,10		unpublished unassigned ?		Administrative		Uruk IV
P003164	IM 133660	Uruk (mod. Warka)	IM 133660	W 19412,11a		unpublished unassigned ?		Administrative		Uruk III
P003165	IM 133661	Uruk (mod. Warka)	IM 133661	W 19412,11b		unpublished unassigned ?		Administrative		Uruk III
P003166	IM 133662	Uruk (mod. Warka)	IM 133662	W 19412,11c		unpublished unassigned ?		Administrative		Uruk III
P003167	IM 133663	Uruk (mod. Warka)	IM 133663	W 19412,11d		unpublished unassigned ?		Administrative		Uruk III
P003168	IM 133667	Uruk (mod. Warka)	IM 133667	W 19413,01		unpublished unassigned ?		Administrative		Uruk IV
P003169	IM 133668	Uruk (mod. Warka)	IM 133668	W 19413,02		unpublished unassigned ?		Administrative		Uruk IV
P003170	ATU 7, pl. 018, W 19413,3	Uruk (mod. Warka)	HD: W 19413,3	W 19413,03		ATU 7, pl. 018, W 19413,3		Administrative		Uruk IV
P003171	W 19413,04	Uruk (mod. Warka)	IM —	W 19413,04		unpublished unassigned ?		Administrative		Uruk IV
P003172	ATU 7, pl. 018, W 19413,5	Uruk (mod. Warka)	HD: W 19413,5	W 19413,05		ATU 7, pl. 018, W 19413,5		Administrative		Uruk IV
P003173	ATU 3, pl. 082, W 19413,6	Uruk (mod. Warka)	IM 133669	W 19413,06		ATU 3, pl. 082, W 19413,6		Administrative		Uruk IV
P003174	ATU 7, pl. 018, W 19413,7	Uruk (mod. Warka)	HD: W 19413,7	W 19413,07		ATU 7, pl. 018, W 19413,7		Administrative		Uruk IV
P003175	IM 133670	Uruk (mod. Warka)	IM 133670	W 19413,08		unpublished unassigned ?		Administrative		Uruk IV
P003176	ATU 7, pl. 018, W 19413,9	Uruk (mod. Warka)	HD: W 19413,9	W 19413,09		ATU 7, pl. 018, W 19413,9		Administrative		Uruk IV
P003177	ATU 7, pl. 018, W 19413,10	Uruk (mod. Warka)	HD: W 19413,10	W 19413,10		ATU 7, pl. 018, W 19413,10		Administrative		Uruk IV
P003180	IM 133671	Uruk (mod. Warka)	IM 133671	W 19415,1		unpublished unassigned ?		Administrative		Uruk IV
P003181	IM 133672	Uruk (mod. Warka)	IM 133672	W 19415,2		unpublished unassigned ?		Administrative		Uruk III
P003182	ATU 7, pl. 018, W 19416,a	Uruk (mod. Warka)	HD: W 19416,a; ROM 986.188.002 (cast in Toronto)	W 19416,a		ATU 7, pl. 018, W 19416,a	van Dijk, UVB 16, Tf. 27a	Administrative		Uruk IV
P003183	ATU 7, pl. 019, W 19416,b	Uruk (mod. Warka)	HD: W 19416,b	W 19416,b		ATU 7, pl. 019, W 19416,b	van Dijk, UVB 16, Tf. 27b	Administrative		Uruk III
P003184	ATU 7, pl. 019, W 19417,a	Uruk (mod. Warka)	HD: W 19417,a	W 19417,a		ATU 7, pl. 019, W 19417,a		Administrative		Uruk IV
P003185	ATU 7, pl. 019, W 19417,b	Uruk (mod. Warka)	HD: W 19417,b	W 19417,b		ATU 7, pl. 019, W 19417,b		Administrative		Uruk IV
P003186	IM 133673	Uruk (mod. Warka)	IM 133673	W 19418,k		unpublished unassigned ?		Administrative		Uruk III
P003187	ATU 7, pl. 019, W 19419	Uruk (mod. Warka)	HD: W 19419	W 19419		ATU 7, pl. 019, W 19419		Administrative		Uruk IV
P003190	ATU 7, pl. 019, W 19422,a	Uruk (mod. Warka)	HD: W 19422,a	W 19422,a		ATU 7, pl. 019, W 19422,a		Administrative		Uruk IV
P003191	IM 133675	Uruk (mod. Warka)	IM 133675	W 19422,b1		unpublished unassigned ?		Administrative		Uruk IV
P003192	IM 133676	Uruk (mod. Warka)	IM 133676	W 19422,b2 + W 19422,b3 + frag.		unpublished unassigned ?		Administrative		Uruk IV
P003194	ATU 7, pl. 019, W 19437	Uruk (mod. Warka)	HD: W 19437	W 19437		ATU 7, pl. 019, W 19437		Administrative		Uruk IV
P003195	W 19449	Uruk (mod. Warka)	IM —	W 19449		unpublished unassigned ?		Administrative		Uruk IV
P003196	ATU 7, pl. 019, W 19466,a	Uruk (mod. Warka)	HD: W 19466,a	W 19466,a		ATU 7, pl. 019, W 19466,a		Administrative		Uruk IV
P003197	ATU 7, pl. 019, W 19466,b	Uruk (mod. Warka)	HD: W 19466,b	W 19466,b		ATU 7, pl. 019, W 19466,b		Administrative		Uruk IV
P003198	ATU 7, pl. 019, W 19466,c	Uruk (mod. Warka)	HD: W 19466,c	W 19466,c		ATU 7, pl. 019, W 19466,c		Administrative		Uruk IV
P003199	IM 064830	Uruk (mod. Warka)	IM 064830	W 19530,a		unpublished unassigned ?		Administrative		Uruk IV
P003200	IM 064832	Uruk (mod. Warka)	IM 064832	W 19530,b		unpublished unassigned ?		Administrative		Uruk IV
P003201	W 19531	Uruk (mod. Warka)	IM —	W 19531		unpublished unassigned ?		Administrative		Uruk IV
P003202	W 19532,a	Uruk (mod. Warka)	IM —	W 19532,a		unpublished unassigned ?		Administrative		Uruk IV
P003203	IM 133679	Uruk (mod. Warka)	IM 133679	W 19532,b		unpublished unassigned ?		Administrative		Uruk III
P003205	IM 133681	Uruk (mod. Warka)	IM 133681	W 19567,a		unpublished unassigned ?		Administrative		Uruk III
P003206	IM 133682	Uruk (mod. Warka)	IM 133682	W 19567,b		unpublished unassigned ?		Administrative		Uruk III
P003207	IM 133683	Uruk (mod. Warka)	IM 133683	W 19567,c		unpublished unassigned ?		Administrative		Uruk III
P003208	IM 133684	Uruk (mod. Warka)	IM 133684	W 19567,d		unpublished unassigned ?		Administrative		Uruk III
P003209	IM 133685	Uruk (mod. Warka)	IM 133685	W 19567,e		unpublished unassigned ?		Administrative		Uruk III
P003211	IM 133687	Uruk (mod. Warka)	IM 133687	W 19567,g		unpublished unassigned ?		Administrative		Uruk III
P003212	IM 133688	Uruk (mod. Warka)	IM 133688	W 19567,h		unpublished unassigned ?		Administrative		Uruk III
P003213	IM 133689	Uruk (mod. Warka)	IM 133689	W 19567,i		unpublished unassigned ?		Administrative		Uruk III
P003214	IM 133690	Uruk (mod. Warka)	IM 133690	W 19567,j		unpublished unassigned ?		Administrative		Uruk III
P003215	IM 133691,1	Uruk (mod. Warka)	IM 133691,1	W 19567,k		unpublished unassigned ?		Administrative		Uruk III
P003216	W 19568,a	Uruk (mod. Warka)	IM —	W 19568,a		unpublished unassigned ?		Administrative		Uruk IV
P003217	ATU 7, pl. 020, W 19568,b	Uruk (mod. Warka)	HD: W 19568,b	W 19568,b		ATU 7, pl. 020, W 19568,b		Administrative		Uruk IV
P003218	ATU 7, pl. 020, W 19568,c	Uruk (mod. Warka)	HD: W 19568,c	W 19568,c		ATU 7, pl. 020, W 19568,c		Administrative		Uruk IV
P003219	ATU 7, pl. 020, W 19568,d	Uruk (mod. Warka)	HD: W 19568,d	W 19568,d		ATU 7, pl. 020, W 19568,d		Administrative		Uruk IV
P003220	IM 133694	Uruk (mod. Warka)	IM 133694	W 19568,e		unpublished unassigned ?		Administrative		Uruk III
P003221	IM 133692	Uruk (mod. Warka)	IM 133692	W 19568,f		unpublished unassigned ?		Administrative		Uruk III
P003222	W 19568,g	Uruk (mod. Warka)	IM —	W 19568,g		unpublished unassigned ?		Administrative		Uruk IV
P003223	ATU 7, pl. 020, W 19568,h	Uruk (mod. Warka)	HD: W 19568,h	W 19568,h		ATU 7, pl. 020, W 19568,h		Administrative		Uruk IV
P003224	ATU 7, pl. 020, W 19568,i	Uruk (mod. Warka)	HD: W 19568,i	W 19568,i		ATU 7, pl. 020, W 19568,i		Administrative		Uruk IV
P003225	ATU 7, pl. 020, W 19568,j	Uruk (mod. Warka)	HD: W 19568,j	W 19568,j		ATU 7, pl. 020, W 19568,j		Administrative		Uruk III
P003226	ATU 7, pl. 021, W 19568,k	Uruk (mod. Warka)	HD: W 19568,k	W 19568,k		ATU 7, pl. 021, W 19568,k		Administrative		Uruk IV
P003227	ATU 7, pl. 021, W 19568,l	Uruk (mod. Warka)	HD: W 19568,l	W 19568,l		ATU 7, pl. 021, W 19568,l		Administrative		Uruk III
P003228	IM 133693	Uruk (mod. Warka)	IM 133693	W 19568,m		unpublished unassigned ?		Administrative		Uruk III
P003229	ATU 7, pl. 021, W 19568,n	Uruk (mod. Warka)	HD: W 19568,n	W 19568,n		ATU 7, pl. 021, W 19568,n		Administrative		Uruk III
P003230	W 19577,a	Uruk (mod. Warka)	IM —	W 19577,a		unpublished unassigned ?		Administrative		Uruk IV
P003231	IM 064844	Uruk (mod. Warka)	IM 064844	W 19577,b +W 19577,i		unpublished unassigned ?		Administrative		Uruk IV
P003232	ATU 7, pl. 021, W 19577,c+	Uruk (mod. Warka)	HD: W 19577,c+	W 19577,c + W 19584,f		ATU 7, pl. 021, W 19577,c+		Administrative		Uruk IV
