serial	char	cdli	ap23-name	action	comment	pcsl	new-name	new-code	sort	components
1365	𒯂	ZATU764	ZATU764			ZATU764			7139	
1366	𒯃	ZATU765	ZATU765			ZATU765			7140	
1367	𒯄	ZATU766	ZATU766			ZATU766			7141	
1368	𒯅	ZATU767	ZATU767			ZATU767			7142	
1369	𒯆	ZATU768	ZATU768			ZATU768			7143	
1370	𒯇	ZATU769	ZATU769			ZATU769			7144	
1371	𒯈	ZATU771	ZATU771			ZATU771			7146	
1372	𒯉	ZATU772	ZATU772			ZATU772			7147	
1373	𒯊	ZATU773~a	ZATU773-A			ZATU773~a			7149	
1373.1	𒯋	ZATU773~a	ZATU773-A VARIANT 1			ZATU773~a~v1			7150	
1374	𒯌	ZATU773~b	ZATU773-B			ZATU773~b			7151	
1375	𒯍	ZATU774	ZATU774			ZATU774			7152	
1376	𒯎	ZATU775	ZATU775			ZATU775			7153	
1377	𒯏	ZATU776	ZATU776			ZATU776			7154	
1377.1	𒯐	ZATU776	ZATU776 VARIANT 1			ZATU776~v1			7155	
1378	𒯑	ZATU777	ZATU777			ZATU777			7156	
1378.1	𒯒	ZATU777	ZATU777 VARIANT 1			ZATU777~v1			7157	
1378.2	𒯓	ZATU777	ZATU777 VARIANT 2			ZATU777~v2			7158	
1379	𒯔	ZATU778	ZATU778			ZATU778			7159	
1380	𒯕	ZATU779	ZATU779			ZATU779			7160	
1381	𒯖	ZATU780	ZATU780			ZATU780			7161	
1382	𒯗	ZATU781	ZATU781			ZATU781			7162	
1383	𒯘	ZATU782	ZATU782			ZATU782			7163	
1384	𒯙	ZATU783	ZATU783			ZATU783			7164	
1385	𒯚	ZATU784	ZATU784			ZATU784			7165	
1386	𒯛	ZATU785	ZATU785			ZATU785			7166	
1387	𒯜	ZATU786	ZATU786			ZATU786			7167	
1388	𒯝	ZATU787	ZATU787			ZATU787			7168	
1389	𒯞	ZATU788	ZATU788			ZATU788			7169	
1390	𒯟	ZATU789	ZATU789			ZATU789			7170	
1391	𒯠	ZATU791	ZATU791			ZATU791			7172	
1392	𒯡	ZATU792	ZATU792			ZATU792			7173	
1393	𒯢	ZATU795	ZATU795			ZATU795			7176	
1394	𒯣	ZATU797	ZATU797			ZATU797			7178	
1395	𒯤	ZATU798	ZATU798			ZATU798			7179	
1396	𒯥	ZATU799	ZATU799			ZATU799			7180	
1397	𒯦	ZATU800	ZATU800			ZATU800			7181	
1398	𒯧	ZATU801	ZATU801			ZATU801			7182	
1399	𒯨	ZATU802	ZATU802			ZATU802			7183	
1400	𒯩	ZATU803	ZATU803			ZATU803			7185	
1401	𒯪	ZATU804	ZATU804			ZATU804			7186	
1402	𒯫	ZATU805	ZATU805			ZATU805			7187	
1403	𒯬	ZATU806	ZATU806			ZATU806			7188	
1404	𒯭	ZATU807	ZATU807			ZATU807			7189	
1405	𒯮	ZATU808	ZATU808			ZATU808			7190	
1406	𒯯	ZATU809	ZATU809			ZATU809			7191	
1407	𒯰	ZATU810	ZATU810			ZATU810			7192	
1408	𒯱	ZATU811	ZATU811			ZATU811			7193	
1409	𒯲	ZATU812	ZATU812			ZATU812			7194	
1410	𒯳	ZATU813	ZATU813			ZATU813			7195	
1411	𒯴	ZATU814	ZATU814			ZATU814			7196	
1412	𒯵	ZATU815	ZATU815			ZATU815			7197	
1413	𒯶	ZATU817	ZATU817			ZATU817			7199	
1414	𒯷	ZATU818	ZATU818			ZATU818			7200	
1415	𒯸	ZATU819	ZATU819			ZATU819			7201	
1416	𒯹	ZATU820	ZATU820			ZATU820			7202	
1417	𒯺	ZATU821	ZATU821			ZATU821			7203	
1418	𒯻	ZATU822	ZATU822			ZATU822			7204	
1419	𒯼	ZATU823	ZATU823			ZATU823			7205	
1420	𒯽	ZATU824	ZATU824			ZATU824			7206	
1421	𒯾	ZATU825	ZATU825			ZATU825			7207	
1422	𒯿	ZATU826	ZATU826			ZATU826			7208	
1423	𒰀	ZATU829	ZATU829			ZATU829			7211	
1424	𒰁	ZATU831	ZATU831			ZATU831			7213	
1425	𒰂	ZATU831@g	ZATU831 GUNU			ZATU831@g			7214	
1426	𒰃	ZATU832	ZATU832			ZATU832			7215	
1427	𒰄	ZATU833	ZATU833			ZATU833			7216	
1428	𒰅	ZATU834	ZATU834			ZATU834			7217	
1429	𒰆	ZATU835	ZATU835			ZATU835			7218	
1430	𒰇	ZATU836	ZATU836			ZATU836			7219	
1431	𒰈	ZATU837~a	ZATU837-A			ZATU837~a			7221	
1432	𒰉	ZATU837~b	ZATU837-B			ZATU837~b			7222	
1433	𒰊	ZATU838	ZATU838			ZATU838			7223	
1434	𒰋	ZATU839	ZATU839			ZATU839			7224	
1434.1	𒰌	ZATU839	ZATU839 VARIANT 1			ZATU839~v1			7225	
1435	𒰍	ZATU840	ZATU840			ZATU840			7226	
1436	𒰎	ZATU841	ZATU841			ZATU841			7227	
1437	𒰏	ZATU842	ZATU842			ZATU842			7228	
1438	𒰐	ZATU843	ZATU843			ZATU843			7229	
1439	𒰑	ZATU844	ZATU844			ZATU844			7230	
1440	𒰒	ZATU845	ZATU845			ZATU845			7231	
1441	𒰓	ZATU846	ZATU846			ZATU846			7232	
1442	𒰔	ZATU847	ZATU847			ZATU847			7233	
1443	𒰕	ZATU848	ZATU848			ZATU848			7234	
1444	𒰖	ZATU849	ZATU849			ZATU849			7235	
1445	𒰗	ZATU850	ZATU850			ZATU850			7236	
1446	𒰘	ZATU851	ZATU851			ZATU851			7237	
1447	𒰙	ZATU852	ZATU852			ZATU852			7238	
1448	𒰚	ZATU853	ZATU853			ZATU853			7239	
1449	𒰛	ZATU854	ZATU854			ZATU854			7240	
1450	𒰜	ZATU855	ZATU855			ZATU855			7241	
1451	𒰝	ZI~a	ZI-A			ZI~a			7247	
1451.1	𒰞	ZI~a	ZI-A VARIANT 1			ZI~a~v1			7248	
1452	𒰟	ZI~b	ZI-B			ZI~b			7249	
1453	𒰠	ZI~d	ZI-D			ZI~d			7250	
1454	𒰡	ZUBI~a	ZUBI-A			ZUBI~a			7259	
1455	𒰢	ZUBI~b	ZUBI-B			ZUBI~b			7260	
1456	𒰣	|1(N02).RU|	ONE-N2 BESIDE RU			|1(N02).RU|			2178	1(N02) RU
1457	𒰤	|1(N08@f)x1(N57)|	ONE-N8 FLAT TIMES ONE-N57			|1(N08@f)×1(N57)|			2220	1(N08@f) 1(N57)
1458	𒰥	|1(N34)x1(N58)|	ONE-N34 TIMES ONE-N58			|1(N34)×1(N58)|			2371	1(N34) 1(N58)
1459	𒰦	|1(N57).1(N57)|	ONE-N57 BESIDE ONE-N57	remove		|1(N57).1(N57)|			2527	
1460	𒰧	|1(N57).AB2|	ONE-N57 BESIDE AB2			|1(N57).AB₂|			2522	1(N57) AB₂
1461	𒰨	|1(N57).SZAH2~a|	ONE-N57 BESIDE SHAH2-A			|1(N57).ŠAH₂~a|			2530	1(N57) ŠAH₂~a
1462	𒰩	|1(N57).SZUBUR|	ONE-N57 BESIDE SHUBUR			|1(N57).ŠUBUR|			2531	1(N57) ŠUBUR
1462.1	𒰪	|1(N57).SZUBUR|	ONE-N57 VARIANT 1 BESIDE SHUBUR VARIANT 1	rename		|1(N57).ŠUBUR~v1|	PROTO-CUNEIFORM SIGN ONE-N57 BESIDE SHUBUR VARIANT 1		2533	1(N57) --ŠUBUR~v1
1463	𒰫	|1(N58).BAD~a|	ONE-N58 BESIDE BAD-A			|1(N58).BAD|			2598	1(N58) BAD
1464	𒰬	|1(N58).BAD~b|	ONE-N58 BESIDE BAD-B			|1(N58)~a.BAD~a|			2600	1(N58) --BAD~a
1464.1	𒰭	|1(N58).BAD~b|	ONE-N58 BESIDE BAD-B VARIANT 1			|1(N58)~a.BAD|			2597	1(N58) BAD
1465	𒰮	|2(N57).AB2|	TWO-N57 BESIDE AB2			|2(N57).AB₂|			2536	2(N57) AB₂
1466	𒰯	|2(N57).KU6~a|	TWO-N57 BESIDE KU6-A			|2(N57).KU₆~a|			2540	2(N57) KU₆~a
1467	𒰰	|2(N57).SZUBUR|	TWO-N57 BESIDE SHUBUR			|2(N57).ŠUBUR|			2544	2(N57) ŠUBUR
1468	𒰱	|2(N57).SU~a|	TWO-N57 BESIDE SU-A			|2(N57).SU~a|			2543	2(N57) SU~a
1469	𒰲	|3(N57).AMAR|	THREE-N57 BESIDE AMAR			|3(N57).AMAR|			2548	3(N57) AMAR
1470	𒰳	|3(N57).BARA3|	THREE-N57 BESIDE BARA3			|3(N57).BARA₃|			2552	3(N57) BARA₃
1471	𒰴	|3(N57).E2~b|	THREE-N57 BESIDE E2-B			|3(N57).E₂~b|			2554	3(N57) E₂~b
1472	𒰵	|3(N57).GAR|	THREE-N57 BESIDE GAR			|3(N57).GAR|			2556	3(N57) GAR
1473	𒰶	|3(N57).NUNUZ~a1|	THREE-N57 BESIDE NUNUZ-A1			|3(N57).NUNUZ~a1|			2558	3(N57) NUNUZ~a1
1474	𒰷	|3(N57).NUNUZ~c|	THREE-N57 BESIDE NUNUZ-C			|3(N57).NUNUZ~c|			2559	3(N57) NUNUZ~c
1475	𒰸	|3(N57).PIRIG~b1|	THREE-N57 BESIDE PIRIG-B1			|3(N57).PIRIG~b1|			2561	3(N57) PIRIG~b1
1476	𒰹	|3(N57).SZUBUR|	THREE-N57 BESIDE SHUBUR			|3(N57).ŠUBUR|			2565	3(N57) ŠUBUR
1477	𒰺	|3(N58).UR3~b1|	THREE-N58 BESIDE UR3-B1			|3(N58).UR₃~b1|			2607	3(N58) UR₃~b1
1478	𒰻	|4(N57).AMAR|	FOUR-N57 BESIDE AMAR			|4(N57).AMAR|			2571	4(N57) AMAR
1479	𒰼	|4(N57).GAR|	FOUR-N57 BESIDE GAR			|4(N57).GAR|			2572	4(N57) GAR
1480	𒰽	|4(N57).KU3~a|	FOUR-N57 BESIDE KU3-A			|4(N57).KU₃~a|			2574	4(N57) KU₃~a
1481	𒰾	|4(N57).NI~b|	FOUR-N57 BESIDE NI-B			|4(N57).NI~b|			2576	4(N57) NI~b
1482	𒰿	|5(N57).GAR|	FIVE-N57 BESIDE GAR			|5(N57).GAR|			2578	5(N57) GAR
1483	𒱀	|5(N57).KU3~a|	FIVE-N57 BESIDE KU3-A			|5(N57).KU₃~a|			2580	5(N57) KU₃~a
1484	𒱁	|6(N57).GAR|	SIX-N57 BESIDE GAR			|6(N57).GAR|			2583	6(N57) GAR
1485	𒱂	|6(N57).KU3~a|	SIX-N57 BESIDE KU3-A			|6(N57).KU₃~a|			2585	6(N57) KU₃~a
1486	𒱃	|8(N57).NI~b|	EIGHT-N57 BESIDE NI-B			|8(N57).NI~b|			2590	8(N57) NI~b
1487	𒱄	|X(N57).GAR|	X-N57 BESIDE GAR			|X(N57).GAR|			2154	--X(N57) GAR
1488	𒱅	|Ax1(N14)|	A TIMES ONE-N14			|A×1(N14)|			8	A 1(N14)
1489	𒱆	|AxAB2|	A TIMES AB2			|A×AB₂|			3	A AB₂
1490	𒱇	|AxAN|	A TIMES AN	remove		|A×AN|			4	
1491	𒱈	|AxEN~a|	A TIMES EN-A	rename		|A×EN~a~v2|	PROTO-CUNEIFORM SIGN A TIMES EN-A VARIANT 2		7	A EN~a~v2
1492	𒱉	|AxSZUBUR|	A TIMES SHUBUR			|A×ŠUBUR|			9	A ŠUBUR
1493	𒱊	|AxZATU672|	A TIMES ZATU672			|A×ZATU672|			10	A ZATU672
1494	𒱋	|AB~ax1(N01)|	AB-A TIMES ONE-N1			|AB~a×1(N01)|			31	AB~a 1(N01)
1495	𒱌	|AB~axA@t|	AB-A TIMES A TENU			|AB~a×A@t|			28	AB~a A@t
1496	𒱍	|AB~axASZ2|	AB-A TIMES ASH2			|AB~a×AŠ₂|			29	AB~a AŠ₂
1497	𒱎	|AB~axKU6~a|	AB-A TIMES KU6-A			|AB~a×KU₆~a|			30	AB~a KU₆~a
1498	𒱏	|AB~ax(SZE~a&SZE~a)|	AB-A TIMES SHE-A OVER SHE-A			|AB~a×(ŠE~a&ŠE~a)|			34	AB~a |ŠE~a&ŠE~a|
1499	𒱐	|AB~axSUKKAL|	AB-A TIMES SUKKAL			|AB~a×SUKKAL|			33	AB~a SUKKAL
1500	𒱑	|AB~axX|	AB-A TIMES X			|AB~a×X|			35	AB~a --X
1501	𒱒	|AB~axZATU659|	AB-A TIMES ZATU659			|AB~a×ZATU659|			36	AB~a ZATU659
1502	𒱓	|AB~bxA|	AB-B TIMES A			|AB~b×A|			41	AB~b A
1503	𒱔	|AB~bxKU6~a|	AB-B TIMES KU6-A			|AB~b×KU₆~a|			42	AB~b KU₆~a
1504	𒱕	|AB~bxSZA3~a1|	AB-B TIMES SHA3-A1			|AB~b×ŠA₃~a1|			43	AB~b ŠA₃~a1
1505	𒱖	|AB2x2(N14)|	AB2 TIMES TWO-N14			|AB₂×2(N14)|			47	AB₂ 2(N14)
1505.1	𒱗	|AB2x2(N14)|	AB2 TIMES TWO-N14 VARIANT 1	rename		|AB₂~v2×2(N14)|	PROTO-CUNEIFORM SIGN AB2 VARIANT 2 TIMES TWO-N14		52	--AB₂~v2 2(N14)
1506	𒱘	|AMA~axE2~a|	AMA-A TIMES E2-A			|AMA~a×E₂~a|			88	AMA~a E₂~a
1507	𒱙	|AMAR.1(N02)|	AMAR BESIDE ONE-N2			|AMAR.1(N02)|			92	AMAR 1(N02)
1508	𒱚	|AMAR&AMAR|	AMAR OVER AMAR			|AMAR&AMAR|			95	AMAR AMAR
1509	𒱛	|AMARxTAR|	AMAR TIMES TAR	rename		|AMAR~v2×TAR~c|	PROTO-CUNEIFORM SIGN AMAR VARIANT 2 TIMES TAR-C		98	AMAR~v2 --TAR~c
1510	𒱜	|APIN~a.APIN~a|	APIN-A BESIDE APIN-A			|APIN~a.APIN~a|			116	APIN~a APIN~a
1511	𒱝	|BAD&BAD|	BAD OVER BAD			|BAD&BAD|			133	BAD BAD
1512	𒱞	|BU~ax1(N58)|	BU-A TIMES ONE-N58			|BU~a×1(N58)|			681	BU~a 1(N58)
1513	𒱟	|BU~axA|	BU-A TIMES A	rename		|BU~a~v1×A|	PROTO-CUNEIFORM SIGN BU-A VARIANT 1 TIMES A		695	BU~a~v1 A
1514	𒱠	|(BU~a&BU~a).NA2~a|	BU-A OVER BU-A BESIDE NA2-A			|(BU~a&BU~a).NA₂~a|			683	|BU~a&BU~a| NA₂~a
1514.1	𒱡	|(BU~a&BU~a).NA2~a|	BU-A OVER BU-A BESIDE NA2-A VARIANT 1			|(BU~a&BU~a).NA₂~a~v1|			685	|BU~a&BU~a| NA₂~a~v1
1515	𒱢	|(BU~a&BU~a).NA2~a@n|	BU-A OVER BU-A BESIDE NA2-A NUTILLU	newglyph rename	NEW GLYPH=𒱣	|(BU~a~v1%BU~a~v1).NA₂~a@n|	PROTO-CUNEIFORM SIGN BU-A VARIANT 1 CROSSING BU-A VARIANT 1 BESIDE NA2-A NUTILLU	12C63	697	--|BU~a~v1%BU~a~v1| --NA₂~a@n
1516	𒱣	|(BU~a&BU~a).NA2~b|	BU-A OVER BU-A BESIDE NA2-B	delete	# Duplicates 1515 |(BU~a&BU~a).NA2~a@n| 𒱢	|(BU~a&BU~a).NA₂~b|			687	
1517	𒱤	|(BU~a&BU~a).X|	BU-A OVER BU-A BESIDE X			|(BU~a&BU~a).X|			688	|BU~a&BU~a| --X
1518	𒱥	|BU~a+DU6~a|	BU-A JOINING DU6-A			|BU~a+DU₆~a|			689	BU~a DU₆~a
1518.1	𒱦	|BU~a+DU6~a|	BU-A JOINING DU6-A VARIANT 1			|BU~a+DU₆~a~v1|			691	BU~a DU₆~a~v1
1519	𒱧	|BU~axGISZ@t|	BU-A TIMES GISH TENU			|BU~a×GIŠ@t|			680	BU~a GIŠ@t
1520	𒱨	|BU~b.NA2~a|	BU-B BESIDE NA2-A	rename		|BU~b.NA₂~a~v1|	PROTO-CUNEIFORM SIGN BU-B BESIDE NA2-A VARIANT 1		700	BU~b NA₂~a~v1
1521	𒱩	|DA~a.LISZ|	DA-A BESIDE LISH			|DA~a.LIŠ|			716	DA~a LIŠ
1522	𒱪	|DAR~axA|	DAR-A TIMES A			|DAR~a×A|			727	DAR~a A
1523	𒱫	|DARA3~cxKAR2|	DARA3-C TIMES KAR2			|DARA₃~c×KAR₂~b|			740	DARA₃~c KAR₂~b
1524	𒱬	|DARA3~cx(KAR2.SZE~a)|	DARA3-C TIMES KAR2 BESIDE SHE-A			|DARA₃~c×(KAR₂~c.ŠE~a)|			741	DARA₃~c --KAR₂~c ŠE~a
1525	𒱭	|DARA3~dxKAR2|	DARA3-D TIMES KAR2			|DARA₃~d1×KAR₂~b|			750	--DARA₃~d1 KAR₂~b
1525.1	𒱮	|DARA3~dxKAR2|	DARA3-D TIMES KAR2 VARIANT 1			|DARA₃~d×KAR₂~b|			748	DARA₃~d KAR₂~b
1525.2	𒱯	|DARA3~dxKAR2|	DARA3-D TIMES KAR2 VARIANT 2			|DARA₃~d2×KAR₂~a1|			752	--DARA₃~d2 --KAR₂~a1
1526	𒱰	|DARA3~dx(KAR2.SZE~a)|	DARA3-D TIMES KAR2 BESIDE SHE-A			|DARA₃~d2×(KAR₂~a1.ŠE~a)|			753	--DARA₃~d2 --KAR₂~a1 ŠE~a
1527	𒱱	|DIM~axGU|	DIM-A TIMES GU	remove		|DIM~a×GU|			776	
1528	𒱲	|DIM~axX|	DIM-A TIMES X	remove		|DIM~a×X|			777	
1529	𒱳	|DUxDISZ|	DU TIMES DISH			|DU×1(N58@t)|			789	DU 1(N58@t)
1530	𒱴	|DU6~axDISZ|	DU6-A TIMES DISH	rename		|DU₆~a~v1×1(N58)|	PROTO-CUNEIFORM SIGN DU6-A VARIANT 1 TIMES ONE-N58		805	DU₆~a~v1 1(N58)
1531	𒱵	|DU8~cxHI|	DU8-C TIMES HI			|DU₈~c×HI|			815	DU₈~c HI
1532	𒱶	|DU8~cxUDU~a|	DU8-C TIMES UDU-A			|DU₈~c×UDU~a|			816	DU₈~c UDU~a
1533	𒱷	|DU8~cxX|	DU8-C TIMES X			|DU₈~c×X|			817	DU₈~c --X
1534	𒱸	|(DUBxDISZ)~a|	DUB TIMES DISH FORM A			|(DUB@n~a×1(N58))~a|			845	--DUB@n~a 1(N58)
1535	𒱹	|(DUBxDISZ)~b|	DUB TIMES DISH FORM B			|DUB@n~b×1(N58)~a|			848	--DUB@n~b 1(N58)
1536	𒱺	|(DUBxDISZ)~c|	DUB TIMES DISH FORM C			|(DUB@n~a×1(N58))~b|			846	--DUB@n~a 1(N58)
1537	𒱻	|DUG~ax1(N57)|	DUG-A TIMES ONE-N57			|DUG~a×1(N57)|			916	DUG~a 1(N57)
1538	𒱼	|DUG~axHI|	DUG-A TIMES HI	remove		|DUG~a×HI|			912	
1539	𒱽	|DUG~axKASKAL|	DUG-A TIMES KASKAL			|DUG~a×KASKAL|			913	DUG~a KASKAL
1540	𒱾	|DUG~axLAM~b|	DUG-A TIMES LAM-B			|DUG~a×LAM~b|			915	DUG~a LAM~b
1541	𒱿	|DUG~axNAGA~a|	DUG-A TIMES NAGA-A			|DUG~a×NAGA~a|			917	DUG~a NAGA~a
1542	𒲀	|DUG~axU2~a|	DUG-A TIMES U2-A			|DUG~a×U₂~a|			918	DUG~a U₂~a
1543	𒲁	|DUG~axU2~b|	DUG-A TIMES U2-B			|DUG~a×U₂~b|			919	DUG~a U₂~b
1544	𒲂	|DUG~axX|	DUG-A TIMES X	remove		|DUG~a×X|			920	
1545	𒲃	|DUG~bx1(N57)|	DUG-B TIMES ONE-N57			|DUG~b×1(N57)|			956	DUG~b 1(N57)
1545.1	𒲄	|DUG~bx1(N57)|	DUG-B VARIANT 1 TIMES AB2	rename		|DUG~b~v1×1(N57)|	PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES ONE-N57		1032	DUG~b~v1 1(N57)
1546	𒲅	|DUG~bx(1(N57).KU3~a)|	DUG-B TIMES ONE-N57 BESIDE KU3-A	rename		|DUG~b×(1(N57).KU₃~a)|	PROTO-CUNEIFORM SIGN DUG-B TIMES ONE-N57 PLUS KU3-A		957	DUG~b 1(N57) KU₃~a
1547	𒲆	|DUG~bx3(N57)|	DUG-B TIMES THREE-N57			|DUG~b×3(N57)|			958	DUG~b 3(N57)
1548	𒲇	|DUG~bxAB2|	DUG-B TIMES AB2	rename		|DUG~b~v1×AB₂|	PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES AB2		1026	DUG~b~v1 AB₂
1549	𒲈	|DUG~bxANSZE~b|	DUG-B TIMES ANSHE-B			|DUG~b×ANŠE~b|			926	DUG~b ANŠE~b
1550	𒲉	|DUG~bxANSZE~d|	DUG-B TIMES ANSHE-D			|DUG~b×ANŠE~d|			927	DUG~b --ANŠE~d
1551	𒲊	|DUG~bxBALA~a|	DUG-B TIMES BALA-A			|DUG~b×BALA~a|			929	DUG~b BALA~a
1552	𒲋	|DUG~bxBIR3~c|	DUG-B TIMES BIR3-C			|DUG~b×BIR₃~c|			930	DUG~b BIR₃~c
1553	𒲌	|DUG~bxDIN|	DUG-B TIMES DIN			|DUG~b×DIN|			931	DUG~b DIN
1553.1	𒲍	|DUG~bxDIN|	DUG-B TIMES DIN VARIANT 1	rename		|DUG~b~v1×DIN|	PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES DIN		1027	DUG~b~v1 DIN
1554	𒲎	|(DUG~bxDIN)@r|	DUG-B TIMES DIN REVERSED			|(DUG~b×DIN)@r|			932	DUG~b DIN @r
1555	𒲏	|(DUG~b&DUG~b)x1(N58)|	DUG-B OVER DUG-B TIMES ONE-N58	rename		|(DUG~b~v1&DUG~b~v1)×1(N58)|	PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 OVER DUG-B VARIANT 1 TIMES ONE-N58		1039	--|DUG~b~v1&DUG~b~v1| 1(N58)
1556	𒲐	|DUG~bxE~a|	DUG-B TIMES E-A			|DUG~b×E~a|			934	DUG~b E~a
1557	𒲑	|DUG~bxGA~a|	DUG-B TIMES GA-A	rename		|DUG~b×GA~a~v4|	PROTO-CUNEIFORM SIGN DUG-B TIMES GA-A VARIANT 4		936	DUG~b GA~a~v4
1558	𒲒	|DUG~bxGA~b|	DUG-B TIMES GA-B			|DUG~b×GA~b|			937	DUG~b GA~b
1559	𒲓	|DUG~bxGESZTU~a|	DUG-B TIMES GESHTU-A	rename		|DUG~b×GEŠTU~a~v2|	PROTO-CUNEIFORM SIGN DUG-B TIMES GESHTU-A VARIANT 2		940	DUG~b GEŠTU~a~v2
1559.1	𒲔	|DUG~bxGESZTU~a|	DUG-B TIMES GESHTU-A VARIANT 1	rename		|DUG~b~v1×GEŠTU~a~v2|	PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES GESHTU-A VARIANT 2		1028	DUG~b~v1 GEŠTU~a~v2
1560	𒲕	|DUG~bxGESZTU~b|	DUG-B TIMES GESHTU-B			|DUG~b×GEŠTU~b|			941	DUG~b GEŠTU~b
1561	𒲖	|DUG~bxGI6|	DUG-B TIMES GI6			|DUG~b×GI₆|			942	DUG~b GI₆
1562	𒲗	|DUG~bxGISZ|	DUG-B TIMES GISH			|DUG~b×GIŠ|			943	DUG~b GIŠ
1563	𒲘	|DUG~bxHI|	DUG-B TIMES HI			|DUG~b×HI|			944	DUG~b HI
1563.1	𒲙	|DUG~bxHI|	DUG-B TIMES HI VARIANT 1	rename		|DUG~b~v1×HI|	PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES HI		1029	DUG~b~v1 HI
1564	𒲚	|DUG~bxHI@g~a|	DUG-B TIMES HI GUNU-A	rename		|DUG~b~v1×HI@g~a|	PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES HI GUNU-A		1030	DUG~b~v1 HI@g~a
1565	𒲛	|DUG~bxKASKAL|	DUG-B TIMES KASKAL			|DUG~b×KASKAL|			947	DUG~b KASKAL
1566	𒲜	|DUG~bxKU6~a|	DUG-B TIMES KU6-A			|DUG~b×KU₆~a|			948	DUG~b KU₆~a
1567	𒲝	|DUG~bxKUR~a|	DUG-B TIMES KUR-A			|DUG~b×KUR~a|			949	DUG~b KUR~a
1568	𒲞	|DUG~bx(KUR~a.X)|	DUG-B TIMES KUR-A BESIDE X	rename		|DUG~b×(KUR~a.X)|	PROTO-CUNEIFORM SIGN DUG-B TIMES KUR-A PLUS X		950	DUG~b KUR~a --X
1569	𒲟	|DUG~bxKUR~b|	DUG-B TIMES KUR-B			|DUG~b×KUR~b|			951	DUG~b KUR~b
1570	𒲠	|DUG~bxKUR@g~a|	DUG-B TIMES KUR GUNU-A			|DUG~b×KUR@g~a|			952	DUG~b KUR@g~a
1571	𒲡	|DUG~bxLAM~a|	DUG-B TIMES LAM-A			|DUG~b×LAM~a|			953	DUG~b LAM~a
1572	𒲢	|DUG~bxMASZ|	DUG-B TIMES MASH			|DUG~b×MAŠ|			954	DUG~b MAŠ
1572.1	𒲣	|DUG~bxMASZ|	DUG-B TIMES MASH VARIANT 1	rename		|DUG~b~v1×MAŠ|	PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES MASH		1031	DUG~b~v1 MAŠ
1573	𒲤	|DUG~bxNAGA~a|	DUG-B TIMES NAGA-A			|DUG~b×NAGA~a|			959	DUG~b NAGA~a
1574	𒲥	|DUG~bxNAM2|	DUG-B TIMES NAM2			|DUG~b×NAM₂|			960	DUG~b NAM₂
1575	𒲦	|DUG~bx(NI~a@g.ZATU779)|	DUG-B TIMES NI-A GUNU BESIDE ZATU779	rename		|DUG~b×(NI~a@g.ZATU779)|	PROTO-CUNEIFORM SIGN DUG-B TIMES NI-A GUNU PLUS ZATU779		961	DUG~b NI~a@g ZATU779
1576	𒲧	|DUG~bxSA~a|	DUG-B TIMES SA-A			|DUG~b×SA~a|			962	DUG~b SA~a
1577	𒲨	|DUG~bxSZAH2~a|	DUG-B TIMES SHAH2-A			|DUG~b×ŠAH₂~a|			971	DUG~b ŠAH₂~a
1578	𒲩	|DUG~bxSZE~a|	DUG-B TIMES SHE-A			|DUG~b×ŠE~a|			972	DUG~b ŠE~a
1578.1	𒲪	|DUG~bxSZE~a|	DUG-B VARIANT 1 TIMES SHE-A FORM 1	rename		|DUG~b~v1×ŠE~a|	PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES SHE-A		1034	DUG~b~v1 ŠE~a
1578.2	𒲫	|DUG~bxSZE~a|	DUG-B VARIANT 1 TIMES SHE-A FORM 2	rename		|DUG~b~v1×ŠE~a@t|	PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES SHE-A TENU		1035	DUG~b~v1 ŠE~a@t
1579	𒲬	|DUG~bx(SZE~a.NAM2)|	DUG-B TIMES SHE-A BESIDE NAM2	rename		|DUG~b×(ŠE~a.NAM₂)|	PROTO-CUNEIFORM SIGN DUG-B TIMES SHE-A PLUS NAM2		975	DUG~b ŠE~a NAM₂
1580	𒲭	|DUG~bxSI4~a|	DUG-B TIMES SI4-A			|DUG~b×SI₄~a|			964	DUG~b SI₄~a
1581	𒲮	|DUG~bx(SI4~a.X)|	DUG-B TIMES SI4-A BESIDE X	rename		|DUG~b×(SI₄~a.X)|	PROTO-CUNEIFORM SIGN DUG-B TIMES SI4-A PLUS X		965	DUG~b SI₄~a --X
1582	𒲯	|DUG~bxSIG2~a1|	DUG-B TIMES SIG2-A1			|DUG~b×SIG₂~a1|			967	DUG~b SIG₂~a1
1583	𒲰	|DUG~bxSIG2~a2|	DUG-B TIMES SIG2-A2			|DUG~b×SIG₂~a2|			968	DUG~b SIG₂~a2
1584	𒲱	|DUG~bxSIG7|	DUG-B TIMES SIG7			|DUG~b×SIG₇|			966	DUG~b SIG₇
