pcsl	cdli	cdli_fixed_flag	recommendation	encoding_status	unicode_codepoint	unicode_name
MUŠ₃~a~v2	MUSZ3~a	False	keep	proposed	12A03	PROTO-CUNEIFORM SIGN MUSH3-A VARIANT 2
MUŠ₃~b	MUSZ3~b	False	keep	proposed	12A04	PROTO-CUNEIFORM SIGN MUSH3-B
MUŠEN	MUSZEN	False	keep	proposed	12A05	PROTO-CUNEIFORM SIGN MUSHEN
|MUŠEN.UR₃~b2|	|MUSZEN.UR3~b2|	False	keep	proposed	12A06	PROTO-CUNEIFORM SIGN MUSHEN BESIDE UR3-B2
|MUŠEN×PAP~a|	|MUSZENxPAP~a|	False	delete	not_proposed		
|MUŠEN×X|	|MUSZENxX|	False	keep	proposed	12A07	PROTO-CUNEIFORM SIGN MUSHEN TIMES X
|MUŠEN×1(N57)|	|MUSZENx1(N57)|	False	keep	proposed	12A08	PROTO-CUNEIFORM SIGN MUSHEN TIMES ONE-N57
|MUŠEN×2(N57)|	|MUSZENx2(N57)|	False	keep	proposed	12A09	PROTO-CUNEIFORM SIGN MUSHEN TIMES TWO-N57
|MUŠEN×3(N57)|	|MUSZENx3(N57)|	False	keep	proposed	12A0A	PROTO-CUNEIFORM SIGN MUSHEN TIMES THREE-N57
NA~a	NA~a	False	keep	proposed	12A0B	PROTO-CUNEIFORM SIGN NA-A
NA~b	NA~b	False	keep	proposed	12A0C	PROTO-CUNEIFORM SIGN NA-B
NA~c	NA~c	False	keep	proposed	12A0D	PROTO-CUNEIFORM SIGN NA-C
NA~d	NA~d	False	keep	proposed	12A0E	PROTO-CUNEIFORM SIGN NA-D
NA₂~a	NA2~a	False	keep	proposed	12A0F	PROTO-CUNEIFORM SIGN NA2-A
NA₂~a~v1	NA2~a	False	keep	proposed	12A10	PROTO-CUNEIFORM SIGN NA2-A VARIANT 1
NA₂~b1	NA2~b1	False	keep	proposed	12A11	PROTO-CUNEIFORM SIGN NA2-B1
NA₂~b2	NA2~b2	False	keep	proposed	12A12	PROTO-CUNEIFORM SIGN NA2-B2
NAB	NAB	False	keep	proposed	12A13	PROTO-CUNEIFORM SIGN NAB
NAB~v1	NAB	False	keep	proposed	12A14	PROTO-CUNEIFORM SIGN NAB VARIANT 1
NAB~v2	NAB	False	keep	proposed	12A15	PROTO-CUNEIFORM SIGN NAB VARIANT 2
NAGA~a	NAGA~a	False	keep	proposed	12A16	PROTO-CUNEIFORM SIGN NAGA-A
|NAGA~a×TAK₄~a|	|NAGA~axTAK4~a|	False	keep	proposed	12A17	PROTO-CUNEIFORM SIGN NAGA-A TIMES TAK4-A
NAGA~b	NAGA~b	False	keep	proposed	12A18	PROTO-CUNEIFORM SIGN NAGA-B
NAGAR~a	NAGAR~a	False	keep	proposed	12A19	PROTO-CUNEIFORM SIGN NAGAR-A
NAGAR~a~v1	NAGAR~a	False	keep	proposed	12A1A	PROTO-CUNEIFORM SIGN NAGAR-A VARIANT 1
NAGAR~a~v2	NAGAR~a	False	keep	proposed	12A1B	PROTO-CUNEIFORM SIGN NAGAR-A VARIANT 2
NAGAR~a~v3	NAGAR~a	False	keep	proposed	12A1C	PROTO-CUNEIFORM SIGN NAGAR-A VARIANT 3
NAGAR~b	NAGAR~b	False	keep	proposed	12A1D	PROTO-CUNEIFORM SIGN NAGAR-B
NAGAR~b~v1	NAGAR~b	False	keep	proposed	12A1E	PROTO-CUNEIFORM SIGN NAGAR-B VARIANT 1
NAM~a	NAM~a	False	keep	proposed	12A1F	PROTO-CUNEIFORM SIGN NAM-A
NAM~b	NAM~b	False	keep	proposed	12A20	PROTO-CUNEIFORM SIGN NAM-B
NAM~c	NAM~c	False	keep	proposed	12A21	PROTO-CUNEIFORM SIGN NAM-C
NAM~d	NAM~d	False	keep	proposed	12A22	PROTO-CUNEIFORM SIGN NAM-D
NAM₂	NAM2	False	keep	proposed	12A23	PROTO-CUNEIFORM SIGN NAM2
|NAM₂×1(N01)|	|NAM2x1(N01)|	False	keep	proposed	12A24	PROTO-CUNEIFORM SIGN NAM2 TIMES ONE-N1
NAM₂@g	NAM2@g	False	keep	proposed	12A25	PROTO-CUNEIFORM SIGN NAM2 GUNU
NAM₂@t	NAM2@t	False	keep	proposed	12A26	PROTO-CUNEIFORM SIGN NAM2 TENU
NAMEŠDA	NAMESZDA	False	keep	proposed	12A27	PROTO-CUNEIFORM SIGN NAMESHDA
NAMEŠDA~v1	NAMESZDA	False	keep	proposed	12A28	PROTO-CUNEIFORM SIGN NAMESHDA VARIANT 1
NANNA~a	NANNA~a	False	keep	proposed	12A29	PROTO-CUNEIFORM SIGN NANNA-A
NANNA~a~v1	NANNA~a	False	keep	proposed	12A2A	PROTO-CUNEIFORM SIGN NANNA-A VARIANT 1
NANNA~b	NANNA~b	False	keep	proposed	12A2B	PROTO-CUNEIFORM SIGN NANNA-B
NANŠE~a	NANSZE~a	False	keep	proposed	12A2C	PROTO-CUNEIFORM SIGN NANSHE-A
NANŠE~b	NANSZE~b	False	keep	proposed	12A2D	PROTO-CUNEIFORM SIGN NANSHE-B
NAR	NAR	False	keep	proposed	12A2E	PROTO-CUNEIFORM SIGN NAR
NE~a	NE~a	False	keep	proposed	12A2F	PROTO-CUNEIFORM SIGN NE-A
NE~a~v1	NE~a	False	keep	proposed	12A30	PROTO-CUNEIFORM SIGN NE-A VARIANT 1
NE~a~v2	NE~a	False	keep	proposed	12A31	PROTO-CUNEIFORM SIGN NE-A VARIANT 2
NE~b	NE~b	False	keep	proposed	12A32	PROTO-CUNEIFORM SIGN NE-B
NE~c	NE~c	False	keep	proposed	12A33	PROTO-CUNEIFORM SIGN NE-C
NE~d	NE~d	False	keep	proposed	12A34	PROTO-CUNEIFORM SIGN NE-D
NERGAL~v	NERGAL~x	False	rename	proposed	12A35	PROTO-CUNEIFORM SIGN NERGAL-V
NESAG₂~a	NESAG2~a	False	keep	proposed	12A36	PROTO-CUNEIFORM SIGN NESAG2-A
NESAG₂~a1	NESAG2~a	False	remove	not_proposed		
NESAG₂~b	NESAG2~b	False	keep	proposed	12A37	PROTO-CUNEIFORM SIGN NESAG2-B
NESAG₂~b@t	NESAG2~b@t	False	keep	proposed	12A38	PROTO-CUNEIFORM SIGN NESAG2-B TENU
NESAG₂~b~v1	NESAG2~b	False	keep	proposed	12A39	PROTO-CUNEIFORM SIGN NESAG2-B VARIANT 1
NI~a	NI~a	False	keep	proposed	12A3A	PROTO-CUNEIFORM SIGN NI-A
|NI~a.RU~v1|	|NI~a.RU|	False	rename	proposed	12A3B	PROTO-CUNEIFORM SIGN NI-A BESIDE RU VARIANT 1
|NI~a×1(N57)|	|NI~ax1(N57)|	False	keep	proposed	12A3C	PROTO-CUNEIFORM SIGN NI-A TIMES ONE-N57
NI~a@g	NI~a@g	False	keep	proposed	12A3D	PROTO-CUNEIFORM SIGN NI-A GUNU
NI~b	NI~b	False	keep	proposed	12A3E	PROTO-CUNEIFORM SIGN NI-B
|NI~b×X|	|NI~bxX|	False	keep	proposed	12A3F	PROTO-CUNEIFORM SIGN NI-B TIMES X
|NI~b×4(N57)|	|NI~bx4(N57)|	False	keep	proposed	12A40	PROTO-CUNEIFORM SIGN NI-B TIMES FOUR-N57
NI₂	NI2	False	keep	proposed	12A41	PROTO-CUNEIFORM SIGN NI2
NIGIN	NIGIN	False	keep	proposed	12A42	PROTO-CUNEIFORM SIGN NIGIN
NIM~a	NIM~a	False	keep	proposed	12A43	PROTO-CUNEIFORM SIGN NIM-A
NIM~b1	NIM~b1	False	keep	proposed	12A44	PROTO-CUNEIFORM SIGN NIM-B1
NIM~b2	NIM~b2	False	keep	proposed	12A45	PROTO-CUNEIFORM SIGN NIM-B2
NIM~b3	NIM~b3	False	keep	proposed	12A46	PROTO-CUNEIFORM SIGN NIM-B3
NIMGIR	NIMGIR	False	keep	proposed	12A47	PROTO-CUNEIFORM SIGN NIMGIR
NIMGIR~v1	NIMGIR	False	keep	proposed	12A48	PROTO-CUNEIFORM SIGN NIMGIR VARIANT 1
NIN	NIN	False	keep	proposed	12A49	PROTO-CUNEIFORM SIGN NIN
NINDA₂	NINDA2	False	keep	proposed	12A4A	PROTO-CUNEIFORM SIGN NINDA2
|NINDA₂×AN|	|NINDA2xAN|	False	keep	proposed	12A4B	PROTO-CUNEIFORM SIGN NINDA2 TIMES AN
|NINDA₂×(AN.HI)|	|NINDA2x(AN.HI)|	False	rename	proposed	12A4C	PROTO-CUNEIFORM SIGN NINDA2 TIMES AN PLUS HI
|NINDA₂×(AN.ME~a)|	|NINDA2x(AN.ME~a)|	False	rename	proposed	12A4D	PROTO-CUNEIFORM SIGN NINDA2 TIMES AN PLUS ME-A
|NINDA₂×(AN.X)|	|NINDA2x(AN.X)|	False	rename	proposed	12A4E	PROTO-CUNEIFORM SIGN NINDA2 TIMES AN PLUS X
|NINDA₂×BA|	|NINDA2xBA|	False	keep	proposed	12A4F	PROTO-CUNEIFORM SIGN NINDA2 TIMES BA
|NINDA₂×EZEN~b|	|NINDA2xEZEN~b|	False	keep	proposed	12A50	PROTO-CUNEIFORM SIGN NINDA2 TIMES EZEN-B
|NINDA₂×GAʾAR~a1|	|NINDA2xGA’AR~a1|	False	keep	proposed	12A51	PROTO-CUNEIFORM SIGN NINDA2 TIMES GAAR-A1
|NINDA₂×GAR|	|NINDA2xGAR|	False	keep	proposed	12A52	PROTO-CUNEIFORM SIGN NINDA2 TIMES GAR
|NINDA₂×GIŠ|	|NINDA2xGISZ|	False	keep	proposed	12A53	PROTO-CUNEIFORM SIGN NINDA2 TIMES GISH
|NINDA₂×(GIŠ.DAR~a)|	|NINDA2x(GISZ.DAR~a)|	False	remove	not_proposed		
|NINDA₂×GU₄|	|NINDA2xGU4|	False	keep	proposed	12A54	PROTO-CUNEIFORM SIGN NINDA2 TIMES GU4
|NINDA₂×GUDU₄|~v2	|NINDA2xGUDU4|	False	delete	not_proposed		
|NINDA₂×GUDU₄|~v3	|NINDA2xGUDU4|	False	delete	not_proposed		
|NINDA₂×HI|	|NINDA2xHI|	False	keep	proposed	12A55	PROTO-CUNEIFORM SIGN NINDA2 TIMES HI
|NINDA₂×(HI.AN.ME~a)|	|NINDA2x(HI.AN.ME~a)|	False	rename	proposed	12A56	PROTO-CUNEIFORM SIGN NINDA2 TIMES HI PLUS AN PLUS ME-A
|NINDA₂×(HI.ME~a)|	|NINDA2x(HI+ME~a)|	True	rename	proposed	12A57	PROTO-CUNEIFORM SIGN NINDA2 TIMES HI PLUS ME-A
|NINDA₂×(HI.X)|	|NINDA2x(HI.X)|	False	rename	proposed	12A58	PROTO-CUNEIFORM SIGN NINDA2 TIMES HI PLUS X
|NINDA₂×(HI~a1.AN.ME~a)|	|NINDA2xGUDU4|	False	rename	proposed	12A59	PROTO-CUNEIFORM SIGN NINDA2 TIMES HI-A1 PLUS AN PLUS ME-A
|NINDA₂×(HI~a1.ME~a)|	|NINDA2xGUDU4|	False	rename	proposed	12A5A	PROTO-CUNEIFORM SIGN NINDA2 TIMES HI-A1 PLUS ME-A
|NINDA₂×KAŠ~b|	|NINDA2xKASZ~b|	False	keep	proposed	12A5B	PROTO-CUNEIFORM SIGN NINDA2 TIMES KASH-B
|NINDA₂×MAR~b|	|NINDA2xMAR~b|	False	keep	proposed	12A5C	PROTO-CUNEIFORM SIGN NINDA2 TIMES MAR-B
|NINDA₂×NE~a~v1|	|NINDA2xNE~a|	False	remove	not_proposed		
|NINDA₂×ŠIM~a~v2|	|NINDA2xSZIM~a|	False	remove	not_proposed		
|NINDA₂×U₄|	|NINDA2xU4|	False	keep	proposed	12A5D	PROTO-CUNEIFORM SIGN NINDA2 TIMES U4
|NINDA₂×(U₄.X)|	|NINDA2x(U4.X)|	False	rename	proposed	12A5E	PROTO-CUNEIFORM SIGN NINDA2 TIMES U4 PLUS X
|NINDA₂×(UDU~a×TAR~a)|	|NINDA2x((UDU~axTAR)~a)|	True	rename	proposed	12A5F	PROTO-CUNEIFORM SIGN NINDA2 TIMES UDU-A TIMES TAR-A
|NINDA₂×(UDU~a×TAR~b)|	|NINDA2x((UDU~axTAR)~b)|	True	rename	proposed	12A60	PROTO-CUNEIFORM SIGN NINDA2 TIMES UDU-A TIMES TAR-B
|NINDA₂×X|	|NINDA2xX|	False	keep	proposed	12A61	PROTO-CUNEIFORM SIGN NINDA2 TIMES X
|NINDA₂×(X.MAŠ)|	|NINDA2x(X.MASZ)|	False	remove	not_proposed		
|NINDA₂×(ZATU659×1(N01))|	|NINDA2x(ZATU659x1(N01))|	False	keep	proposed	12A62	PROTO-CUNEIFORM SIGN NINDA2 TIMES ZATU659 TIMES ONE-N1
|NINDA₂×1(N01)|	|NINDA2x1(N01)|	False	keep	proposed	12A63	PROTO-CUNEIFORM SIGN NINDA2 TIMES ONE-N1
|NINDA₂×2(N01)|	|NINDA2x2(N01)|	False	keep	proposed	12A64	PROTO-CUNEIFORM SIGN NINDA2 TIMES TWO-N1
|NINDA₂×1(N06)|	|NINDA2x1(N06)|	False	remove	not_proposed		
|NINDA₂×(1(N06).HI@g~a)|	|NINDA2x(HI@g~a.1(N06))|	True	rename	proposed	12A65	PROTO-CUNEIFORM SIGN NINDA2 TIMES ONE-N6 PLUS HI GUNU-A
|NINDA₂×1(N08)|	|NINDA2x1(N08)|	False	keep	proposed	12A66	PROTO-CUNEIFORM SIGN NINDA2 TIMES ONE-N8
NINDA₂~v1	NINDA2	False	keep	proposed	12A67	PROTO-CUNEIFORM SIGN NINDA2 VARIANT 1
NINKUM	NINKUM	False	keep	proposed	12A68	PROTO-CUNEIFORM SIGN NINKUM
NINLIL	NINLIL	False	keep	proposed	12A69	PROTO-CUNEIFORM SIGN NINLIL
NIR~a	NIR~a	False	keep	proposed	12A6A	PROTO-CUNEIFORM SIGN NIR-A
|NIR~a×AN|	|NIR~axAN|	False	keep	proposed	12A6B	PROTO-CUNEIFORM SIGN NIR-A TIMES AN
NIR~b	NIR~b	False	keep	proposed	12A6C	PROTO-CUNEIFORM SIGN NIR-B
NU	NU	False	keep	proposed	12A6D	PROTO-CUNEIFORM SIGN NU
NU@g	NU@g	False	keep	proposed	12A6E	PROTO-CUNEIFORM SIGN NU GUNU
NU₁₁	NU11	False	keep	proposed	12A6F	PROTO-CUNEIFORM SIGN NU11
|NU₁₁&NU₁₁|	|NU11&NU11|	False	keep	proposed	12A70	PROTO-CUNEIFORM SIGN NU11 OVER NU11
NU₁₁@t	NU11@t	False	keep	proposed	12A71	PROTO-CUNEIFORM SIGN NU11 TENU
NUMUN	NUMUN	False	keep	proposed	12A72	PROTO-CUNEIFORM SIGN NUMUN
NUMUN₂	NUMUN2	False	keep	proposed	12A73	PROTO-CUNEIFORM SIGN NUMUN2
NUN~a	NUN~a	False	keep	proposed	12A74	PROTO-CUNEIFORM SIGN NUN-A
|NUN~a+A|	|NUN~a+A|	False	keep	proposed	12A75	PROTO-CUNEIFORM SIGN NUN-A JOINING A
|NUN~a+EN~a~v2|	|NUN~a+EN~a|	False	rename	proposed	12A76	PROTO-CUNEIFORM SIGN NUN-A JOINING EN-A VARIANT 2
|NUN~a+EN~b~v1|	|NUN~a+EN~b|	False	rename	proposed	12A77	PROTO-CUNEIFORM SIGN NUN-A JOINING EN-B VARIANT 1
|NUN~a+EN~d|	|NUN~a+EN~d|	False	keep	proposed	12A78	PROTO-CUNEIFORM SIGN NUN-A JOINING EN-D
|NUN~a+NAM₂|	|NUN~a+NAM2|	False	keep	proposed	12A79	PROTO-CUNEIFORM SIGN NUN-A JOINING NAM2
NUN~b	NUN~b	False	keep	proposed	12A7A	PROTO-CUNEIFORM SIGN NUN-B
|NUN~b+EN~a|	|NUN~b+EN~a|	False	keep	proposed	12A7B	PROTO-CUNEIFORM SIGN NUN-B JOINING EN-A
NUN~c	NUN~c	False	keep	proposed	12A7C	PROTO-CUNEIFORM SIGN NUN-C
NUN~c~v1	NUN~c	False	keep	proposed	12A7D	PROTO-CUNEIFORM SIGN NUN-C VARIANT 1
NUN~c~v2	NUN~c	False	keep	proposed	12A7E	PROTO-CUNEIFORM SIGN NUN-C VARIANT 2
NUN~c~v3	NUN~c	False	keep	proposed	12A7F	PROTO-CUNEIFORM SIGN NUN-C VARIANT 3
NUN~d	NUN~d	False	keep	proposed	12A80	PROTO-CUNEIFORM SIGN NUN-D
NUNUZ~a0	NUNUZ~a0	False	keep	proposed	12A81	PROTO-CUNEIFORM SIGN NUNUZ-A0
NUNUZ~a1	NUNUZ~a1	False	keep	proposed	12A82	PROTO-CUNEIFORM SIGN NUNUZ-A1
NUNUZ~a1@t	NUNUZ~a1@t	False	keep	proposed	12A83	PROTO-CUNEIFORM SIGN NUNUZ-A1 TENU
NUNUZ~a2	NUNUZ~a2	False	keep	proposed	12A84	PROTO-CUNEIFORM SIGN NUNUZ-A2
NUNUZ~b1	NUNUZ~b1	False	keep	proposed	12A85	PROTO-CUNEIFORM SIGN NUNUZ-B1
NUNUZ~b2	NUNUZ~b2	False	keep	proposed	12A86	PROTO-CUNEIFORM SIGN NUNUZ-B2
NUNUZ~c	NUNUZ~c	False	keep	proposed	12A87	PROTO-CUNEIFORM SIGN NUNUZ-C
NUNUZ~c~v1	NUNUZ~c	False	keep	proposed	12A88	PROTO-CUNEIFORM SIGN NUNUZ-C VARIANT 1
NUNUZ~c~v2	NUNUZ~c	False	keep	proposed	12A89	PROTO-CUNEIFORM SIGN NUNUZ-C VARIANT 2
NUNUZ~c~v3	NUNUZ~c	False	keep	proposed	12A8A	PROTO-CUNEIFORM SIGN NUNUZ-C VARIANT 3
PA~a	PA~a	False	keep	proposed	12A8B	PROTO-CUNEIFORM SIGN PA-A
PA~a~v1	PA~a	False	keep	proposed	12A8C	PROTO-CUNEIFORM SIGN PA-A VARIANT 1
PA~a~v2	PA~a	False	keep	proposed	12A8D	PROTO-CUNEIFORM SIGN PA-A VARIANT 2
PA~b	PA~b	False	keep	proposed	12A8E	PROTO-CUNEIFORM SIGN PA-B
PA₃	PA3	False	remove	not_proposed		
PAD~a	PAD~a	False	keep	proposed	12A8F	PROTO-CUNEIFORM SIGN PAD-A
PAD~b	PAD~b	False	keep	proposed	12A90	PROTO-CUNEIFORM SIGN PAD-B
PAP~a	PAP~a	False	keep	proposed	12A91	PROTO-CUNEIFORM SIGN PAP-A
PAP~a@t	PAP~a@t	False	keep	proposed	12A92	PROTO-CUNEIFORM SIGN PAP-A TENU
PAP~b	PAP~b	False	keep	proposed	12A93	PROTO-CUNEIFORM SIGN PAP-B
PAP~b~v1	PAP~b	False	keep	proposed	12A94	PROTO-CUNEIFORM SIGN PAP-B VARIANT 1
PIRIG~a1	PIRIG~a1	False	keep	proposed	12A95	PROTO-CUNEIFORM SIGN PIRIG-A1
PIRIG~a2	PIRIG~a2	False	keep	proposed	12A96	PROTO-CUNEIFORM SIGN PIRIG-A2
PIRIG~a3	PIRIG~a3	False	keep	proposed	12A97	PROTO-CUNEIFORM SIGN PIRIG-A3
PIRIG~b1	PIRIG~b1	False	keep	proposed	12A98	PROTO-CUNEIFORM SIGN PIRIG-B1
|PIRIG~b1×UR₂|	|PIRIG~b1xUR2|	False	keep	proposed	12A99	PROTO-CUNEIFORM SIGN PIRIG-B1 TIMES UR2
PIRIG~b2	PIRIG~b2	False	keep	proposed	12A9A	PROTO-CUNEIFORM SIGN PIRIG-B2
PU₂	PU2	False	keep	proposed	12A9B	PROTO-CUNEIFORM SIGN PU2
RA	RA	False	keep	proposed	12A9C	PROTO-CUNEIFORM SIGN RA
RAD~a	RAD~a	False	newglyph	proposed	12A9D	PROTO-CUNEIFORM SIGN RAD-A
RAD~a@g	RAD~a@g	False	keep	proposed	12A9E	PROTO-CUNEIFORM SIGN RAD-A GUNU
RAD~a@t	RAD~a@t	False	keep	proposed	12A9F	PROTO-CUNEIFORM SIGN RAD-A TENU
RAD~b	RAD~b	False	keep	proposed	12AA0	PROTO-CUNEIFORM SIGN RAD-B
RI	RI	False	remove	not_proposed		
RI~x	RI~x	False	delete	not_proposed		
RI₈~a	RI8~a	False	keep	proposed	12AA1	PROTO-CUNEIFORM SIGN RI8-A
RI₈~b	RI8~b	False	keep	proposed	12AA2	PROTO-CUNEIFORM SIGN RI8-B
RU	RU	False	keep	proposed	12AA3	PROTO-CUNEIFORM SIGN RU
RU@t	RU@t	False	keep	proposed	12AA4	PROTO-CUNEIFORM SIGN RU TENU
RU~v1	RU	False	keep	proposed	12AA5	PROTO-CUNEIFORM SIGN RU VARIANT 1
SA~a	SA~a	False	keep	proposed	12AA6	PROTO-CUNEIFORM SIGN SA-A
SA~c	SA~c	False	keep	proposed	12AA7	PROTO-CUNEIFORM SIGN SA-C
SA~c~v1	SA~c	False	keep	proposed	12AA8	PROTO-CUNEIFORM SIGN SA-C VARIANT 1
SAG	SAG	False	keep	proposed	12AA9	PROTO-CUNEIFORM SIGN SAG
|SAG×GEŠTU~a|	|SAGxGESZTU~a|	False	keep	proposed	12AAA	PROTO-CUNEIFORM SIGN SAG TIMES GESHTU-A
|SAG×SAR~a|	|SAGxSAR~a|	False	remove	not_proposed		
SAG@g	SAG@g	False	keep	proposed	12AAB	PROTO-CUNEIFORM SIGN SAG GUNU
SAG@n	SAG@n	False	keep	proposed	12AAC	PROTO-CUNEIFORM SIGN SAG NUTILLU
|SAG@n×GEŠTU~b|	|SAGxGESZTU~b|	False	rename	proposed	12AAD	PROTO-CUNEIFORM SIGN SAG NUTILLU TIMES GESHTU-B
SAG~v1	SAG	False	keep	proposed	12AAE	PROTO-CUNEIFORM SIGN SAG VARIANT 1
|SAG~v1×GEŠTU~c|	|SAGxGESZTU~c|	False	rename	proposed	12AAF	PROTO-CUNEIFORM SIGN SAG VARIANT 1 TIMES GESHTU-C
|SAG~v1×LAM~c|	|SAGxLAM~c|	False	remove	not_proposed		
|SAG~v1×MA~v1|	|SAGxMA|	False	rename	proposed	12AB0	PROTO-CUNEIFORM SIGN SAG VARIANT 1 TIMES MA VARIANT 1
|SAG~v1×1(N14)|	|SAGx1(N14)|	False	rename	proposed	12AB1	PROTO-CUNEIFORM SIGN SAG VARIANT 1 TIMES ONE-N14
SAG~v2	SAG	False	keep	proposed	12AB2	PROTO-CUNEIFORM SIGN SAG VARIANT 2
|SAG~v2×GEŠTU~b|	|SAGxGESZTU~b|	False	rename	proposed	12AB3	PROTO-CUNEIFORM SIGN SAG VARIANT 2 TIMES GESHTU-B
SAGŠU	SAGSZU	False	keep	proposed	12AB4	PROTO-CUNEIFORM SIGN SAGSHU
SAL	SAL	False	keep	proposed	12AB5	PROTO-CUNEIFORM SIGN SAL
|SAL.KUR~a|	|SAL.KUR~a|	False	keep	proposed	12AB6	PROTO-CUNEIFORM SIGN SAL BESIDE KUR-A
|SAL.LAM~b|	|SAL.LAM~b|	False	keep	proposed	12AB7	PROTO-CUNEIFORM SIGN SAL BESIDE LAM-B
|SAL.ŠU₂~b|	|SAL.SZU2|	False	rename	proposed	12AB8	PROTO-CUNEIFORM SIGN SAL BESIDE SHU2-B
|SAL×1(N58)|	|SALx1(N58)|	False	keep	proposed	12AB9	PROTO-CUNEIFORM SIGN SAL TIMES ONE-N58
SANGA~a	SANGA~a	False	keep	proposed	12ABA	PROTO-CUNEIFORM SIGN SANGA-A
SANGA~a~v1	SANGA~a	False	keep	proposed	12ABB	PROTO-CUNEIFORM SIGN SANGA-A VARIANT 1
SANGA~a~v2	SANGA~a	False	keep	proposed	12ABC	PROTO-CUNEIFORM SIGN SANGA-A VARIANT 2
SANGA~b	SANGA~b	False	keep	proposed	12ABD	PROTO-CUNEIFORM SIGN SANGA-B
SANGA~b~v1	SANGA~b	False	keep	proposed	12ABE	PROTO-CUNEIFORM SIGN SANGA-B VARIANT 1
SANGA~c	SANGA~c	False	keep	proposed	12ABF	PROTO-CUNEIFORM SIGN SANGA-C
SAR~a	SAR~a	False	keep	proposed	12AC0	PROTO-CUNEIFORM SIGN SAR-A
|SAR~a×ŠE~a|	|SAR~axSZE~a|	False	keep	proposed	12AC1	PROTO-CUNEIFORM SIGN SAR-A TIMES SHE-A
SAR~b	SAR~b	False	keep	proposed	12AC2	PROTO-CUNEIFORM SIGN SAR-B
SAR~c	SAR~c	False	keep	proposed	12AC3	PROTO-CUNEIFORM SIGN SAR-C
SI	SI	False	keep	proposed	12AC4	PROTO-CUNEIFORM SIGN SI
|SI×GU₄|	|SIxGU4|	False	keep	proposed	12AC5	PROTO-CUNEIFORM SIGN SI TIMES GU4
|SI×ŠE₃~v1|	|SIxSZE3|	False	rename	proposed	12AC6	PROTO-CUNEIFORM SIGN SI TIMES SHE3 VARIANT 1
SI~v1	SI	False	keep	proposed	12AC7	PROTO-CUNEIFORM SIGN SI VARIANT 1
SI₄~a	SI4~a	False	keep	proposed	12AC8	PROTO-CUNEIFORM SIGN SI4-A
SI₄~b	SI4~b	False	keep	proposed	12AC9	PROTO-CUNEIFORM SIGN SI4-B
SI₄~c	SI4~c	False	keep	proposed	12ACA	PROTO-CUNEIFORM SIGN SI4-C
SI₄~d	SI4~d	False	keep	proposed	12ACB	PROTO-CUNEIFORM SIGN SI4-D
SI₄~d~v1	SI4~d	False	keep	proposed	12ACC	PROTO-CUNEIFORM SIGN SI4-D VARIANT 1
SI₄~f	SI4~f	False	keep	proposed	12ACD	PROTO-CUNEIFORM SIGN SI4-F
SI₄~f~v1	SI4~f	False	keep	proposed	12ACE	PROTO-CUNEIFORM SIGN SI4-F VARIANT 1
SIG	SIG	False	keep	proposed	12ACF	PROTO-CUNEIFORM SIGN SIG
SIG@g	SIG@g	False	keep	proposed	12AD0	PROTO-CUNEIFORM SIGN SIG GUNU
SIG₂~a1	SIG2~a1	False	keep	proposed	12AD1	PROTO-CUNEIFORM SIGN SIG2-A1
SIG₂~a2	SIG2~a2	False	keep	proposed	12AD2	PROTO-CUNEIFORM SIGN SIG2-A2
SIG₂~a3	SIG2~a3	False	keep	proposed	12AD3	PROTO-CUNEIFORM SIGN SIG2-A3
SIG₂~a3~v1	SIG2~a3	False	keep	proposed	12AD4	PROTO-CUNEIFORM SIGN SIG2-A3 VARIANT 1
SIG₂~a3~v2	SIG2~a3	False	keep	proposed	12AD5	PROTO-CUNEIFORM SIGN SIG2-A3 VARIANT 2
SIG₂~a4	SIG2~a4	False	keep	proposed	12AD6	PROTO-CUNEIFORM SIGN SIG2-A4
SIG₂~b	SIG2~b	False	keep	proposed	12AD7	PROTO-CUNEIFORM SIGN SIG2-B
|SIG₂~b×1(N14)|	|SIG2~bx1(N14)|	False	keep	proposed	12AD8	PROTO-CUNEIFORM SIGN SIG2-B TIMES ONE-N14
|SIG₂~b&SIG₂~b|	|SIG2~b.SIG2~b|	True	keep	proposed	12AD9	PROTO-CUNEIFORM SIGN SIG2-B OVER SIG2-B
SIG₂~c1	SIG2~c1	False	keep	proposed	12ADA	PROTO-CUNEIFORM SIGN SIG2-C1
SIG₂~c2	SIG2~c2	False	keep	proposed	12ADB	PROTO-CUNEIFORM SIGN SIG2-C2
SIG₂~d1	SIG2~d1	False	keep	proposed	12ADC	PROTO-CUNEIFORM SIGN SIG2-D1
SIG₂~d2	SIG2~d2	False	keep	proposed	12ADD	PROTO-CUNEIFORM SIGN SIG2-D2
SIG₂~d2~v1	SIG2~d2	False	keep	proposed	12ADE	PROTO-CUNEIFORM SIGN SIG2-D2 VARIANT 1
SIG₂~d3	SIG2~d3	False	keep	proposed	12ADF	PROTO-CUNEIFORM SIGN SIG2-D3
SIG₂~d4	SIG2~d4	False	keep	proposed	12AE0	PROTO-CUNEIFORM SIGN SIG2-D4
SIG₂~e	SIG2~e	False	keep	proposed	12AE1	PROTO-CUNEIFORM SIGN SIG2-E
SIG₄	SIG4	False	keep	proposed	12AE2	PROTO-CUNEIFORM SIGN SIG4
