id_text	cdli_comments	designation	artifact_type	period	provenience	written_in	archive	composite_no	seal_no	composites	seals	museum_no	accession_no	condition_description	artifact_preservation	period_comments	provenience_comments	artifact_type_comments	is_provenience_uncertain	is_period_uncertain	is_artifact_type_uncertain	is_school_text	height	thickness	width	weight	elevation	excavation_no	findspot_square	findspot_comments	stratigraphic_level	surface_preservation	artifact_comments	seal_information	collections	dates	alternative_years	genres	languages	materials	publications_key	publications_type	publications_exact_ref	publications_comment	external_resources	external_resources_key	genres_comment	genres_uncertain	languages_uncertain	materials_aspect	materials_color	materials_uncertain	retired	has_fragments	is_artifact_fake	redirect_artifact_id	retired_comments
P002813		W 17729,ge	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17729,ge	Ne XIV,3	unter dem nordwestl. Außenzingel von Eanna// t.a.q. Jüngeres III, jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002815		W 17729,gg	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0	69.0	0.0	63.0			W 17729,gg	Ne XIV,3	unter dem nordwestl. Außenzingel von Eanna// t.a.q. Jüngeres III, jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002816		IM 046026	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046026							0	0	0	0	29.0	11.0	41.0			W 17729,gh	Ne XIV,3	unter dem nordwestl. Außenzingel von Eanna// t.a.q. Jüngeres III, jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002817		W 17729,gi	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0	77.0	0.0	49.0			W 17729,gi	Ne XIV,3	unter dem nordwestl. Außenzingel von Eanna// t.a.q. Jüngeres III, jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	1376607	history						0	0			0	0	0	0		
P002818		W 17729,gj	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17729,gj	Ne XIV,3	unter dem nordwestl. Außenzingel von Eanna// t.a.q. Jüngeres III, jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002819		IM 046009	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046009							0	0	0	0	74.0	12.0	47.0			W 17729,gk	Ne XIV,3	unter dem nordwestl. Außenzingel von Eanna// t.a.q. Jüngeres III, jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002820		IM 046007	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046007							0	0	0	0						W 17729,gl	Ne XIV,3	unter dem nordwestl. Außenzingel von Eanna// t.a.q. Jüngeres III, jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002821		IM 046005	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046005							0	0	0	0	88.0	22.0	65.0			W 17729,gm	Ne XIV,3	unter dem nordwestl. Außenzingel von Eanna// t.a.q. Jüngeres III, jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002822		W 17729,gn	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17729,gn	Ne XIV,3	unter dem nordwestl. Außenzingel von Eanna// t.a.q. Jüngeres III, jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002823		IM 046091	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046091							0	0	0	0	22.0	10.0	26.0			W 17729,ha	Ne XIV,3	unter dem nordwestl. Außenzingel von Eanna					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002824		IM 046016	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046016							0	0	0	0	30.0	11.0	22.0			W 17729,hc	Ne XIV,3	unter dem nordwestl. Außenzingel von Eanna// t.a.q. Jüngeres III, jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002825		VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							VA — ?							0	0	0	0						W 17729,hd	Ne XIV,3	unter dem nordwestl. Außenzingel von Eanna					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay								0	0			0	0	0	0		
P002826		W 17872,a	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							IM —							0	0	0	0	41.0					W 17872,a	Nd XIV,5	ca 20 cm unter 17871 /Schuttschichten über Bett des Ur III-Zingels/					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002828		IM 046070	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							IM 046070							0	0	0	0	31.0	11.0	38.0			W 17872,c	Nd XIV,5	ca 20 cm unter 17871 /Schuttschichten über Bett des Ur III-Zingels/					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002830		IM 046069	tablet	ED I-II (ca. 2900-2700 BC)	Uruk (mod. Warka)							IM 046069							0	0	0	0	36.0	25.0	24.0			W 17872,f	Nd XIV,5	ca 20 cm unter 17871/Schuttschichten über Bett des Ur III-Zingels/					National Museum of Iraq, Baghdad, Iraq			Administrative	Sumerian	clay								0	1			0	0	0	0		
P002831		IM 046161,1	tablet	ED I-II (ca. 2900-2700 BC)	Uruk (mod. Warka)							IM 046161,1							0	0	0	0						W 17872,i	Nd XIV,5	ca 20 cm unter 17871/Schuttschichten über Bett des Ur III-Zingels/					National Museum of Iraq, Baghdad, Iraq			Administrative	Sumerian	clay								0	1			0	0	0	0		
P002832		W 17879,a	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17879,a	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002833		W 17879,b	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17879,b	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002834		W 17879,c	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17879,c	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002835		W 17879,d	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							IM —							0	0	0	0	48.0	0.0	41.0			W 17879,d	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002836		W 17879,e	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0	63.0	0.0	64.0			W 17879,e	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002837		W 17879,f	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							IM —							0	0	0	0	36.0	0.0	35.0			W 17879,f	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002838		W 17879,g	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17879,g	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002839		W 17879,h	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17879,h	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002840		W 17879,i	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0	27.0	0.0	42.0			W 17879,i	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002841		W 17879,j	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17879,j	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002842		W 17879,k	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							IM —							0	0	0	0	21.0	0.0	27.0			W 17879,k	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002843		W 17879,l	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0	46.0	0.0	45.0			W 17879,l	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	1376608	history						0	0			0	0	0	0		
P002844		W 17879,m	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0	39.0	0.0	36.0			W 17879,m	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	1376609	history						0	0			0	0	0	0		
P002845		IM 046102	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046102							0	0	0	0	35.0	13.0	38.0			W 17879,n	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002846		IM 046100	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046100							0	0	0	0	43.0	23.0	57.0			W 17879,o	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002847		W 17879,p	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0	44.0	0.0	34.0			W 17879,p	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002848		IM 046104	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046104							0	0	0	0	32.0	22.0	67.0			W 17879,q	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	1376610	history						0	0			0	0	0	0		
P002849		IM 046160	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046160							0	0	0	0	40.0	23.0	42.0			W 17879,r	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002850		W 17879,s	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17879,s	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002851		IM 046101	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046101							0	0	0	0	46.0	18.0	48.0			W 17879,t	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	1376611	history						0	0			0	0	0	0		
P002852		IM 046095	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046095							0	0	0	0	46.0	27.0	49.0			W 17879,u	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002853		IM 046103	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046103							0	0	0	0	38.0	12.0	49.0			W 17879,v	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002854		IM 046108	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046108							0	0	0	0	35.0	12.0	18.0			W 17879,w	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	1376612	history						0	0			0	0	0	0		
P002855		IM 046109	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046109							0	0	0	0	12.0	3.0	10.0			W 17879,x	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002856		IM 046096	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046096							0	0	0	0	64.0	23.0	69.0			W 17879,y	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002857		IM 046099	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046099							0	0	0	0	58.0	10.0	51.0			W 17879,z	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002858		IM 046097	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046097							0	0	0	0	32.0	29.0	51.0			W 17879,aa	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002859		W 17879,ab	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17879,ab	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002860		IM 046094	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046094							0	0	0	0	59.0	40.0	54.0			W 17879,ac	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	1376613	history						0	0			0	0	0	0		
P002861		IM 046098	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046098							0	0	0	0	57.0	18.0	42.0			W 17879,ad	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	1376614	history						0	0			0	0	0	0		
P002862		IM 046107	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046107							0	0	0	0	28.0	16.0	29.0			W 17879,ae	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002863		IM 046106	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046106							0	0	0	0	39.0	14.0	26.0			W 17879,af	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878// t.a.q. Jüngeres III ältere Phase"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002864		IM 046105	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046105							0	0	0	0	37.0	18.0	39.0			W 17879,ag	Ne XIV,5	"an gleicher Stelle gefunden wie ""Dame von Warka"" 17878"					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002865		VA — ?	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VA — ?							0	0	0	0	53.0	0.0	47.0			W 17883	Ne XIV,5						Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	1454070;1458924	history;history						0	0			0	0	0	0		
P002866		ATU 3, pl. 082, W 17890,b	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 045911							0	0	0	0	36.0	19.0	41.0			W 17890,b	Ne XIV,4	aus dem großen Scherbenlager// (t.a.q. Frühdynastisch)					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1993	primary	pl. 82, W 17890,b	36x41x19, Practice 6, Ne XIV,4, aus dem großen Scherbenlager (t.a.q. Frühdynastisch), da der Text für ATU 2 irrtümlich als lexikalisch eingestuft wurde, wurde er nur in Kopie, nicht aber im Glossar aufgenommen.			 Text category: -1606; Foreign ID: LSL 6	0	0			0	0	0	0		
P002868		IM 046068	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046068							0	0	0	0	51.0	30.0	42.0			W 17902,c	Ne XIV,4	aus dem großen Scherbenlager// t.a.q. Frühdynastisch					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002869		ATU 3, pl. 082, W 17902,k	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046064							0	0	0	0	45.0	21.0	50.0			W 17902,k	Ne XIV,4	aus dem großen Scherbenlager// (t.a.q. Frühdynastisch)					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1993	primary	pl. 82, W 17902,k	45x50x21, Practice 7, Fundstelle wie W 17890,b, da der Text für ATU 2 irrtümlich als lexikalisch eingestuft wurde, wurde er nur in Kopie, nicht aber im Glossar aufgenommen.			 Text category: -1607; Foreign ID: LSL 7	0	0			0	0	0	0		
P002870		W 17902,l	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17902,l	Ne XIV,4	aus dem großen Scherbenlager// t.a.q. Frühdynastisch					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002871		W 17902,n	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17902,n	Ne XIV,4	aus dem großen Scherbenlager// t.a.q. Frühdynastisch					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002872		W 17902,o	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17902,o	Ne XIV,4	aus dem großen Scherbenlager// t.a.q. Frühdynastisch					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002873		W 17902,p	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17902,p	Ne XIV,4	aus dem großen Scherbenlager// t.a.q. Frühdynastisch					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002874		IM 045912	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 045912							0	0	0	0	38.0	17.0	40.0			W 17904,?	Ne XIV,?	aus dem Scherbenloch					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002875		IM 045910	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 045910							0	0	0	0	36.0	8.0	19.0			W 17925,b	Ne XIV,5	oberste Schicht					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002876		VA — ?	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VA — ?							0	0	0	0	52.0	0.0	49.0			W 17926	Oa XIV,5	oberste Schuttschichten					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay								0	0			0	0	0	0		
P002877		IM 045907	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							IM 045907							0	0	0	0	37.0	23.0	23.0			W 17938	Qa XV,1	Zufüllung des großen Hofes in der Schicht Archaisch I2					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002878		IM 046159,1	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046159,1							0	0	0	0	45.0	23.0	40.0			W 17950,a	Ne XIV,3	tieferliegende frühdynastische Schichten// t.a.q. Jüngeres III jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002879		IM 045940	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 045940							0	0	0	0	48.0	20.0	42.0			W 17950,b	Ne XIV,3	tieferliegende frühdynastische Schichten// t.a.q. Jüngeres III jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002880		IM 046159,2	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046159,2							0	0	0	0	34.0	22.0	50.0			W 17950,c	Ne XIV,3	tieferliegende frühdynastische Schichten// t.a.q. Jüngeres III jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002881		W 17950,d	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0	38.0	0.0	46.0			W 17950,d	Ne XIV,3	tieferliegende frühdynastische Schichten// t.a.q. Jüngeres III jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002882		IM 045941	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 045941							0	0	0	0	43.0	18.0	45.0			W 17950,e	Ne XIV,3	tieferliegende frühdynastische Schichten// t.a.q. Jüngeres III jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002883		ATU 3, pl. 082, W 17950,h	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							IM 045943							0	0	0	0	46.0	12.0	35.0			W 17950,h	Ne XIV,3	tieferliegende frühdynastische Schichten// (t.a.q. Jüngeres III jüngere Phase)					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1993	primary	pl. 82, W 17950,h	46x35x12, Practice 8, Fundstelle wie W 17950,f, da der Text für ATU 2 irrtümlich als lexikalisch eingestuft wurde, wurde er nur in Kopie, nicht aber im Glossar aufgenommen.			 Text category: -1608; Foreign ID: LSL 8	0	0			0	0	0	0		
P002884		IM 045944	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 045944							0	0	0	0	21.0	13.0	44.0			W 17950,i	Ne XIV,3	tieferliegende frühdynastische Schichten// t.a.q. Jüngeres III jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002885		W 17950,k	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17950,k	Ne XIV,3	tieferliegende frühdynastische Schichten// t.a.q. Jüngeres III jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002886		W 17950,l	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17950,l	Ne XIV,3	tieferliegende frühdynastische Schichten// t.a.q. Jüngeres III jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002887		W 17950,m	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							IM —							0	0	0	0	20.0					W 17950,m	Ne XIV,3	tieferliegende frühdynastische Schichten// t.a.q. Jüngeres III jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002888		IM 045945	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 045945							0	0	0	0	24.0	10.0	25.0			W 17950,n?	Ne XIV,3	tieferliegende frühdynastische Schichten// t.a.q. Jüngeres III jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002889		W 17950,o	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM —							0	0	0	0						W 17950,o	Ne XIV,3	tieferliegende frühdynastische Schichten// t.a.q. Jüngeres III jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002890		IM 045905	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							IM 045905							0	0	0	0	53.0	16.0	40.0			W 17955,a	Ne XIV,4	auf dem Schutthügel auf der großen Terrasse 60 cm unter Benützungsniveau der frühdynastischen Häuser// t.a.q. Jüngeres III jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
P002891		IM 046146	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							IM 046146							0	0	0	0	92.0	26.0	79.0			W 17973,a	Ne XIV,4	auf dem Schutthügel auf der großen Terrasse, 60 cm unter Benützungsniveau der frühdynastischen Häuser// t.a.q. Jüngeres III jüngere Phase					National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay								0	0			0	0	0	0		
