id_text	artifact_id	museum_no	designation	publications_key	publications_type	publications_exact_ref	publications_comment	provenience	period	dates	collections	genres	materials	artifact_type	height	thickness	width	weight	elevation	excavation_no	findspot_square	findspot_comments	stratigraphic_level	surface_preservation	condition_description	artifact_preservation	languages	written_in	archive	composite_no	composites	seal_no	seals	accession_no	cdli_comments	artifact_comments	provenience_comments	is_provenience_uncertain	period_comments	is_period_uncertain	artifact_type_comments	is_artifact_type_uncertain	seal_information	is_school_text	alternative_years	external_resources	external_resources_key	genres_comment	genres_uncertain	languages_uncertain	materials_aspect	materials_color	materials_uncertain	retired	has_fragments	is_artifact_fake	redirect_artifact_id	retired_comments
P001742	1742	VAT 17865	ATU 6, pl. 007, W 10620	Englund2005ATU6	primary	pl. 7, W 10620	Fundstelle wie W 10594+ - 4 - .	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	33.0	14.0	37.0			W 10620	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001743	1743	VAT 17866	ATU 6, pl. 007, W 10621	Englund2005ATU6	primary	pl. 7, W 10621	Fundstelle wie W 10594+ - 3 - .	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	22.0	16.0	31.0			W 10621	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001744	1744	VAT 17883, b	ATU 6, pl. 007, W 10622	Englund2005ATU6	primary	pl. 7, W 10622	Fundstelle wie W 10594+ - 4 - .	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	41.0	17.0	27.0			W 10622	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001745	1745	VAT 21431	ATU 6, pl. 007, W 10623	Englund2005ATU6	primary	pl. 7, W 10623	Fundstelle wie W 10594+ - 3?.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	31.0	18.0	27.0			W 10623	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001746	1746	VAT 21432	ATU 6, pl. 007, W 10624	Englund2005ATU6	primary	pl. 7, W 10624	Fundstelle wie W 10594+ - 3?.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	42.0	17.0	21.0			W 10624	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001747	1747	VAT 16932 + VAT 16940, a	ATU 6, pl. 007, W 10625,a+	Englund2005ATU6	primary	pl. 7, W 10625,a+	Fundstelle wie W 10594+ - 3 -	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	76.0	24.0	90.0			W 10625,a + W 10625,b + W 10625,c + W 10625,d + W 10626	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001752	1752	VAT 17625	ATU 6, pl. 007, W 10627	Englund2005ATU6	primary	pl. 7, W 10627	Fundstelle wie W 10594+ - 4 - .	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	48.0	21.0	32.0			W 10627	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001754	1754	VAT 17883, a	ATU 6, pl. 007, W 10629	Englund2005ATU6	primary	pl. 7, W 10629	Fundstelle wie W 10594+ - 4 - .	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	24.0	15.0	38.0			W 10629	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001756	1756	VAT 17884, d	ATU 6, pl. 008, W 10631	Englund2005ATU6	primary	pl. 8, W 10631	Fundstelle wie W 10594+ - 3 - .	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	29.0	20.0	26.0			W 10631	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001757	1757	VAT 16745	ATU 6, pl. 008, W 10632	Englund2005ATU6; Green1981cuneiform; sec1593	primary; history; history	pl. 8, W 10632; p. 350; 	Fundstelle wie W 10594+ - 4 - M. Green, VL 15 (1981) 350 (Vs.).; ; 	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	58.0	29.0	43.0			W 10632	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001759	1759	VAT 16895	ATU 6, pl. 008, W 10731	Englund2005ATU6; Green1987ATU2	primary; history	pl. 8, W 10731; pl. 17	Pa XVI,5, +19.69 m, 6 m westlich des 1. Rundpfeilers - 4 - ATU 2, Taf. 17.; 	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	62.0	33.0	43.0			W 10731	Pa XVI,5	+19.69 m, 6 m westlich des 1. Rundpfeilers// t.a.q. IIIc					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001760	1760	VAT 16736	ATU 6, pl. 008, W 10736	Englund2005ATU6; Green1987ATU2	primary; history	pl. 8, W 10736; pl. 45	Pa XVI,5, +20.10 m, in den Schwemmschichten ca. 7 m südlich vor den letzten Ziegeln des Sargon-Zingels - 4 - ATU 2, Taf. 45 (Kopie und Foto) - die Tafel trägt Rs. ii 2 den vermeintlichen Eindruck eines Griffels.; (p, c)	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	89.0	23.0	85.0			W 10736	Pa XVI,5	+20.10 m, in den Schwemmschichten ca.7 m südlich vor den letzten Ziegeln des Sargon-Zingels					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001761	1761	VAT 16844	ATU 6, pl. 009, W 10753	Englund2005ATU6	primary	pl. 9, W 10753	"Pa XVI,5, +18.60 m, in den Wehschichten 1 m nördlich des 3. Rundpfeilers - 4 - auf Tafel nur „1075 ""."	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	44.0	18.0	44.0			W 10753	Pa XVI,5	+18.60 m, in den Wehschichten 1 m nördlich des 3. Rundpfeilers					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001762	1762	VAT 17877	ATU 6, pl. 009, W 10797	Englund2005ATU6	primary	pl. 9, W 10797	Pa XVI,5, +19.40 m, vor der Terrasse von III - 3?.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	45.0	26.0	40.0			W 10797	Pa XVI,5	+19.40 m, vor der Terrasse von III					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001763	1763	VAT 17607	ATU 6, pl. 009, W 10798	Englund2005ATU6	primary	pl. 9, W 10798	Pa XVI,5, +19.80 m, 6 m nordwestlich vom Festpunkt 3 im Riemchenplaster - 3.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	30.0	18.0	47.0			W 10798	Pa XVI,5	+19.80 m, 6 m nordwestlich vom Festpunkt 3 im Riemchenplaster					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001764	1764	VAT 17857	ATU 6, pl. 009, W 10802	Englund2005ATU6; Green1987ATU2	primary; history	pl. 9, W 10802; pl. 51	Pb XVI,5, +19.30 m, 5 m südwestlich des 2. Rundpfeilers - 4 - ATU 2, Taf. 51 (Vs. Kopie und Foto, Rs. Kopie).; obv. (p, c), rev. (c)	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	69.0	33.0	56.0			W 10802	Pb XVI,5	+19.30 m, 5 m südwestlich des 2. Rundpfeilers					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001765	1765	VAT 17610	ATU 6, pl. 009, W 10803,a	Englund2005ATU6	primary	pl. 9, W 10803,a	Fundstelle wie W 10802 - 4 - lexikalische Liste?	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	33.0	32.0	61.0			W 10803,a	Pb XVI,5	+19.30 m, 5 m südwestlich des 2. Rundpfeilers					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001766	1766	VAT 16919 + ?	ATU 6, pl. 010, W 10803,b+	Englund2005ATU6	primary	pl. 10, W 10803,b+	"Fundstelle wie W 10802 - 3 - „b+c"" ="	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	67.0	27.0	57.0			W 10803,b + W 10803,c + W 10803,d	Pb XVI,5	+19.30 m, 5 m südwestlich des 2. Rundpfeilers					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001769	1769	VAT 21433	ATU 6, pl. 010, W 10804	Englund2005ATU6	primary	pl. 10, W 10804	Fundstelle wie W 10802 - 3?.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	41.0	24.0	41.0			W 10804	Pb XVI,5	+19.30 m, 5 m südwestlich des 2. Rundpfeilers					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001770	1770	VAT 17886, a	ATU 3, pl. 082, W 10824	Englund1993ATU3	primary	pl. 82, W 10824	41x37x17 - Practice 1 - Pa XVI,5, +19.80 m, unmittelbar vor der Südecke des Gebäudes von III - da der Text für ATU 2 irrtümlich als lexikalisch eingestuft wurde, wurde er nur in Kopie, nicht aber im Glossar aufgenommen.	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	41.0	17.0	37.0			W 10824	Pa XVI,5	+19.80 m, unmittelbar vor der Süd-Ecke des Gebäudes von III					undetermined											0		0		0		0				""" Text category: -1601; Foreign ID: LSL 1"""	0	0			0	0	0	0		
P001771	1771	VAT 16950	ATU 6, pl. 010, W 10825	Englund2005ATU6	primary	pl. 10, W 10825	Pa XVI,5, +20.00 m, 1 m westlich des halbrunden Pfeilers auf der Schicht großformatiger Libn - 4 - Fragment einer großen Tafel.	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	48.0	37.0	67.0			W 10825	Pa XVI,5	+20.00 m, 1 m westlich des halbrunden Pfeilers auf der Schicht großformatiger Libn					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001772	1772	VAT 16841	ATU 6, pl. 010, W 10846	Englund2005ATU6	primary	pl. 10, W 10846	?, Aus dem Sande des Wadis - 4.	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	69.0	34.0	36.0			W 10846	?	Aus dem Sande des Wadis					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001773	1773	VAT 17620	ATU 6, pl. 010, W 10929	Englund2005ATU6	primary	pl. 10, W 10929	Pa XVI,5, auf Riemchen der Schicht III - 3.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	53.0	23.0	21.0			W 10929	Pa XVI,5	auf Riemchen der Schicht III					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001774	1774	VAT 17613	ATU 6, pl. 011, W 10931	Englund2005ATU6	primary	pl. 11, W 10931	? - 4.	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	34.0	19.0	51.0			W 10931	?	?					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001775	1775	VAT 16747	ATU 6, pl. 011, W 10967,a	Englund2005ATU6; Green1987ATU2; Nissen1991FrüheSchrift	primary; history; history	pl. 11, W 10967,a; pl. 17; p. 174, no. 18.6	Pa XVI,4, im vorjährigen Wadi unter der Terrasse von III - 4 - ATU 2, Taf. 17 (Vs. Kopie und Foto) - Frühe Schrift S. 174, no. 18.6 - numerische Tafel.; obv. (p, c); 	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	59.0	24.0	49.0			W 10967,a	Pa XVI,4	im vorjährigen Wadi unter der Terrasse von III// t.a.q. IIIc					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001776	1776	VAT 16903	ATU 6, pl. 011, W 10967,b	Damerow1991; Englund2005ATU6; Green1987ATU2; Nissen1991FrüheSchrift; sec1600	history; primary; history; history; history	p. 698; pl. 11, W 10967,b; pl. 17; p. 174, no. 18.7; 	(photo); Fundstelle wie W 10967,a - 4 - ATU 2, Taf. 17 (Vs. Kopie und Foto) - P. Damerow, H. Nissen und R. Englund, Spektrum der Wissenschaft, Februar 1988, 85 (Vs. Foto) - dies., Natuur & Techniek 59/9 (1991) 698 (Foto) - Frühe Schrift, S. 174, Nr. 18.7 - numerische Ta; obv. (p, c); ; 	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	44.0	17.0	42.0			W 10967,b	Pa XVI,4	im vorjährigen Wadi unter der Terrasse von III// t.a.q. IIIc					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001777	1777	VAT 17859	ATU 6, pl. 011, W 10992	Englund2005ATU6; Green1987ATU2	primary; history	pl. 11, W 10992; pl. 17	Pa XVI,4, vor der Außenkante der Stiftgebäudemauer unter der Terrasse von III - 4 - ATU 2, Taf. 17 (Vs.) - numerische Tafel.; obv.	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	80.0	29.0	61.0			W 10992	Pa XVI,4	vor der Außenkante der Stiftgebäudemauer unter der Terrasse von III// t.a.q. IIIc					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001778	1778	VAT 16748	ATU 6, pl. 012, W 10993	Englund2005ATU6; Green1987ATU2	primary; history	pl. 12, W 10993; pl. 17	Fundstelle wie W 10992 - 4 - ATU 2, Taf. 17 (Vs. Kopie und Foto) - die Trennlinien wurden mit dem Stiel des Schreibgriffels gezogen - numerische Tafel.; obv. (p, c)	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	68.0	31.0	54.0			W 10993	Pa XVI,4	vor der Außenkante der Stiftgebäudemauer unter der Terrasse von III// t.a.q. IIIc					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001779	1779	VAT 16721	ATU 6, pl. 012, W 11040	Englund1998OBO160/1; Englund2005ATU6; Green1987ATU2	history; primary; history	p. 52 fig. 15; pl. 12, W 11040; pl. 17	copy; Pa XVI,4, +18.30 m, 3 m westlich der nördlichen Türe in der Lehmziegelmauer des Stiftgebäudes IV - 4 - ATU 2, Taf. 17 (Vs.) - numerische Tafel - R. Englund, OBO 160/1, 52 Abb. 15.; obv.	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	97.0	32.0	69.0			W 11040	Pa XVI,4	+18.30 m, 3 m westlich der nördlichen Türe in der Lehmziegelmauer des Stiftgebäudes IV// t.a.q. IIIc					undetermined											0	change to Uruk V ?, numerical	0		0		0				 	0	0			0	0	0	0		
P001780	1780	VA 10804,1 ?	ATU 6, pl. 012, W 11137	Englund2005ATU6	primary	pl. 12, W 11137	Pa XVI,4, +20.00 m, unter dem Kyrospflaster dicht an der Grabungsgrenze - 4?.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet						W 11137	Pa XVI,4	+20.00 m, unter dem Kyrospflaster dicht an der Grabungsgrenze					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001781	1781	VA 10804,d	ATU 6, pl. 013, W 11167,b	Englund2005ATU6	primary	pl. 13, W 11167,b	"Pa XVI,4, am Osthang des Wadis über Lehmziegeln auf +20.50 m. - 3? - 6.96: da auf der Tafel, unter VA 10804- Fragmenten, „1167"" geschrieben war, wurde ihr willkürlich die Grabungsnummer 11167, „b"" gegeben."	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet						W 11167,b	Pa XVI,4	am Osthang des Wadis über Lehmziegeln auf +20.50 m.					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001782	1782	VAT 16789	ATU 6, pl. 013, W 11167,c	Englund2005ATU6; Green1982ZA72	primary; history	pl. 13, W 11167,c; 171 03	Fundstelle wie W 11167,b - 3 - M. Green, ZA 72 (1982) 171, Nr. 3.; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	32.0	13.0	56.0			W 11167,c	Pa XVI,4	am Osthang des Wadis über Lehmziegeln auf +20.50 m.					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001783	1783	VAT 21434	ATU 6, pl. 013, W 11167,d	Englund2005ATU6	primary	pl. 13, W 11167,d	Fundstelle wie W 11167,b - 3?.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	28.0	19.0	37.0			W 11167,d	Pa XVI,4	am Osthang des Wadis über Lehmziegeln auf +20.50 m.					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001784	1784	VAT 21435	ATU 6, pl. 013, W 11167,e	Englund2005ATU6	primary	pl. 13, W 11167,e	Fundstelle wie W 11167,b - 3?.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	28.0	17.0	38.0			W 11167,e	Pa XVI,4	am Osthang des Wadis über Lehmziegeln auf +20.50 m.					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001785	1785	VAT 21436	ATU 6, pl. 013, W 11167,f	Englund2005ATU6	primary	pl. 13, W 11167,f	Fundstelle wie W 11167,b - 3?.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	38.0	13.0	37.0			W 11167,f	Pa XVI,4	am Osthang des Wadis über Lehmziegeln auf +20.50 m.					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001786	1786	VAT 21437	ATU 6, pl. 013, W 11167,g	Englund2005ATU6	primary	pl. 13, W 11167,g	Fundstelle wie W 11167,b - 3?.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	31.0	13.0	32.0			W 11167,g	Pa XVI,4	am Osthang des Wadis über Lehmziegeln auf +20.50 m.					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001787	1787	VAT 21438	ATU 6, pl. 013, W 11167,h	Englund2005ATU6	primary	pl. 13, W 11167,h	"Fundstelle wie W 11167,b - 3? - auf der Tafel „11157,h""."	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet						W 11167,h	Pa XVI,4	am Osthang des Wadis über Lehmziegeln auf +20.50 m.					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001788	1788	VAT 16848 + VAT 16918	ATU 6, pl. 013, W 11791+	Englund2005ATU6	primary	pl. 13, W 11791+	"Oe XVI,4, +19.60 m, im Scherbenschutt der Terrasse - 4 - Join bestätigt 11.88 - auf der Tafel „11?91"" + „11792"" -"	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	87.0	34.0	42.0			W 11791 + W 11792	Oe XVI,4	+19.60 m, im Scherbenschutt der Terrasse					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001790	1790	VAT 21439	ATU 6, pl. 014, W 11793	Englund2005ATU6	primary	pl. 14, W 11793	Fundstelle wie W 11791+ - 3?.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	27.0	15.0	38.0			W 11793	Oe XVI,4	+19.60 m, im Scherbenschutt der Terrasse					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001794	1794	VAT 21440	ATU 6, pl. 014, W 11802	Englund2005ATU6	primary	pl. 14, W 11802	Fundstelle wie W 11791+ - 3?.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	39.0	23.0	28.0			W 11802	Oe XVI,4	+19.60 m, im Scherbenschutt der Terrasse					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001795	1795	VAT 16970	ATU 6, pl. 014, W 11803	Englund2005ATU6	primary	pl. 14, W 11803	Fundstelle wie W 11791+ - 4.	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	28.0	28.0	31.0			W 11803	Oe XVI,4	+19.60 m, im Scherbenschutt der Terrasse					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001796	1796	VAT 21441	ATU 6, pl. 014, W 11804	Englund2005ATU6	primary	pl. 14, W 11804	Fundstelle wie W 11791+ - 3?.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	27.0	17.0	34.0			W 11804	Oe XVI,4	+19.60 m, im Scherbenschutt der Terrasse					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001797	1797	VAT 16962 + VAT 21442	ATU 6, pl. 014, W 11896,a+	Englund2005ATU6	primary	pl. 14, W 11896,a+	Pb XVII,1, Oberflächenschutt - 3.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	52.0	16.0	29.0			W 11896,a + W 11896,b	Pb XVII,1	Oberflächenschutt					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001799	1799	VAT 16839	ATU 6, pl. 014, W 11931,a	Englund2005ATU6	primary	pl. 14, W 11931,a	Pb XVII,1, in von Wasser abgesetzter Schicht dicht über den Patzen - 4.	Uruk (mod. Warka)	Uruk IV (ca. 3350-3200 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	55.0	16.0	60.0			W 11931,a	Pb XVII,1	in von Wasser abgesetzter Schicht dicht über den Patzen					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001801	1801	VAT 17585	ATU 6, pl. 014, W 11931,c	Englund2005ATU6	primary	pl. 14, W 11931,c	Fundstelle wie W 11931,a - 3.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	32.0	15.0	30.0			W 11931,c	Pb XVII,1	in von Wasser abgesetzter Schicht dicht über den Patzen					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001802	1802	VAT 17698	ATU 6, pl. 014, W 11931,d	Englund2005ATU6	primary	pl. 14, W 11931,d	"Fundstelle wie W 11931,a - 3 - „waster"" - die N34's scheinen mit dem dünnen (N1-)Griffel gemacht worden zu sein."	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	24.0	14.0	29.0			W 11931,d	Pb XVII,1	in von Wasser abgesetzter Schicht dicht über den Patzen					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001803	1803	VAT 17883, c	ATU 6, pl. 015, W 11931,e	Englund2005ATU6	primary	pl. 15, W 11931,e	Fundstelle wie W 11931,a - 3.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	29.0	14.0	19.0			W 11931,e	Pb XVII,1	in von Wasser abgesetzter Schicht dicht über den Patzen					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001804	1804	VAT 17603	ATU 6, pl. 015, W 11982	Englund2005ATU6	primary	pl. 15, W 11982	Pb XVII,1, +19.20 m, aus der Nachbarschaft von 11937 Grab - 3.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	63.0	17.0	47.0			W 11982	Pb XVII,1	+19.20 m, aus der Nachbarschaft von 11937 Grab					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001805	1805	VAT 16933	ATU 6, pl. 015, W 11983,a+	Englund2005ATU6	primary	pl. 15, W 11983,a+	Pb XVII,1, +19.50 m, 3 m nordwestlich vom Festpunkt 19.60 - 4?.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	83.0	30.0	51.0			W 11983,a + W 11983,b + W 11983,c	Pb XVII,1	+19.50 m, 3 m nordwestlich vom Festpunkt 19.60					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001808	1808	VAT 21443	ATU 6, pl. 015, W 11983,d	Englund2005ATU6	primary	pl. 15, W 11983,d	"Pb XVII,1 - 4? - unklar, ob die Tafel wirklich „d""."	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	19.0	13.0	24.0			W 11983,d	Pb XVII,1						undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001810	1810	VAT 17886, b	ATU 6, pl. 015, W 11984,a	Englund2005ATU6	primary	pl. 15, W 11984,a	Pb XVII,1, +19.60 m, 3 m nordwestlich vom Festpunkt 19.60 - 3 - lexikalische Liste?	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	45.0	17.0	32.0			W 11984,a	Pb XVII,1	+19.60 m, 3 m nordwestlich vom Festpunkt 19.60					undetermined											0		0		0		0				 	0	0			0	0	0	0		
P001811	1811	VAT 21444	ATU 6, pl. 015, W 11984,b	Englund2005ATU6	primary	pl. 15, W 11984,b	Fundstelle wie W 11984,a - 3?.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		Vorderasiatisches Museum, Berlin, Germany	Administrative	clay	tablet	44.0	22.0	51.0			W 11984,b	Pb XVII,1	+19.60 m, 3 m nordwestlich vom Festpunkt 19.60					undetermined											0		0		0		0				 	0	0			0	0	0	0		
